player_id,movement,acceleration,sprint_speed,agility,reactions,balance
333,395,79,76,80,77,83
334,343,73,80,63,80,47
335,428,88,89,89,75,87
336,360,69,75,67,81,68
337,399,84,80,72,81,82
338,384,76,70,74,82,82
339,405,79,77,82,85,82
340,398,83,77,85,78,75
341,283,56,50,48,79,50
342,347,65,65,70,80,67
343,383,74,73,78,78,80
344,401,84,78,90,78,71
345,256,55,63,32,75,31
346,394,81,59,90,82,82
347,408,79,77,83,78,91
348,379,77,77,73,80,72
349,431,88,90,91,81,81
350,333,67,63,64,82,57
351,383,70,68,79,83,83
352,413,89,84,84,77,79
353,431,93,91,90,74,83
354,405,81,80,85,75,84
355,365,67,65,73,83,77
356,278,41,49,53,81,54
357,248,34,39,47,83,45
358,335,62,69,63,80,61
359,322,64,65,57,80,56
360,262,50,52,34,74,52
361,368,69,70,76,81,72
362,279,45,50,51,78,55
363,269,50,47,53,75,44
364,254,48,34,57,75,40
365,401,75,73,83,83,87
366,364,70,71,72,82,69
367,336,69,66,66,78,57
368,321,63,69,62,79,48
369,346,61,56,79,75,75
370,352,78,81,72,73,48
371,404,88,75,83,82,76
372,391,83,78,77,85,68
373,402,78,80,83,80,81
374,353,79,81,55,83,55
375,421,86,78,89,80,88
376,370,69,68,78,78,77
377,341,67,74,61,76,63
378,236,41,42,34,78,41
379,402,84,85,82,78,73
380,286,57,54,65,80,30
381,409,82,83,78,78,88
382,373,77,79,69,81,67
383,342,67,68,67,80,60
384,441,95,95,94,75,82
385,426,86,86,90,78,86
386,400,79,69,84,82,86
387,295,51,48,61,79,56
388,383,78,70,79,80,76
389,315,50,54,58,78,75
390,395,90,93,75,76,61
391,383,74,76,76,80,77
392,401,79,77,85,77,83
393,335,65,72,64,77,57
394,243,46,48,32,70,47
395,330,65,69,55,74,67
396,416,87,75,85,80,89
397,249,43,39,42,77,48
398,388,81,72,83,81,71
399,437,93,95,86,79,84
400,370,73,77,75,80,65
401,374,79,88,74,79,54
402,344,66,70,53,80,75
403,381,75,72,78,78,78
404,268,40,46,69,73,40
405,449,94,94,94,75,92
406,370,77,87,68,73,65
407,372,69,71,76,82,74
408,422,88,79,87,82,86
409,396,80,76,78,79,83
410,364,65,57,77,75,90
411,392,82,78,77,77,78
412,376,72,67,78,80,79
413,371,79,88,63,81,60
414,431,93,93,90,79,76
415,338,62,66,65,83,62
416,388,86,63,76,78,85
417,342,68,62,64,83,65
418,375,72,72,75,82,74
419,443,93,93,93,77,87
420,227,46,42,32,68,39
421,239,41,45,37,77,39
422,329,58,63,65,79,64
423,369,71,68,80,73,77
424,402,81,79,85,78,79
425,371,68,62,79,84,78
426,314,58,63,60,78,55
427,405,78,86,78,78,85
428,393,79,77,87,77,73
429,398,78,74,85,81,80
430,388,77,81,78,76,76
431,405,83,79,80,81,82
432,381,76,76,78,76,75
433,390,80,76,80,77,77
434,257,41,44,49,76,47
435,398,78,74,85,79,82
436,384,76,70,79,81,78
437,360,73,73,68,78,68
438,349,69,72,67,78,63
439,313,60,73,52,76,52
440,369,77,79,66,75,72
441,375,74,76,74,76,75
442,404,84,86,78,79,77
443,362,78,70,66,82,66
444,332,64,71,60,78,59
445,298,54,69,54,74,47
446,305,55,63,55,79,53
447,411,87,88,77,78,81
448,427,89,87,93,75,83
449,382,76,74,80,78,74
450,343,65,75,64,76,63
451,223,44,40,36,78,25
452,363,72,83,60,75,73
453,403,88,87,74,80,74
454,348,65,62,68,78,75
455,286,48,55,49,73,61
456,282,53,52,53,74,50
457,417,91,90,83,81,72
458,371,73,72,71,82,73
459,377,77,76,70,78,76
460,329,67,69,59,81,53
461,360,69,67,77,78,69
462,387,78,74,76,82,77
463,318,64,70,65,82,37
464,333,63,68,66,76,60
465,398,79,77,80,79,83
466,355,73,77,67,78,60
467,365,68,75,71,78,73
468,390,80,81,72,76,81
469,256,42,45,43,79,47
470,359,66,70,72,79,72
471,330,61,45,69,82,73
472,392,81,76,80,74,81
473,307,54,55,57,81,60
474,288,51,52,63,74,48
475,389,78,69,81,79,82
476,402,83,78,70,80,91
477,383,71,71,79,82,80
478,373,72,72,74,78,77
479,355,69,70,65,78,73
480,349,64,54,68,84,79
481,318,61,53,62,80,62
482,409,82,76,85,81,85
483,410,81,77,86,79,87
484,424,84,76,93,78,93
485,318,59,61,66,76,56
486,336,71,75,57,80,53
487,298,61,61,48,75,53
488,304,63,61,57,76,47
489,292,56,54,55,76,51
490,358,68,67,70,82,71
491,358,70,74,66,82,66
492,271,47,44,55,81,44
493,375,74,76,74,80,71
494,294,45,46,57,83,63
495,382,74,75,77,78,78
496,297,55,58,46,81,57
497,329,62,68,60,76,63
498,360,66,62,75,82,75
499,387,72,73,81,71,90
500,356,62,65,70,83,76
501,330,68,67,59,78,58
502,270,51,50,53,71,45
503,385,78,67,85,77,78
504,343,62,54,70,84,73
505,359,67,71,68,83,70
506,388,75,74,79,74,86
507,305,58,62,66,76,43
508,391,80,81,72,78,80
509,394,81,75,82,81,75
510,430,88,86,86,80,90
511,338,74,76,65,81,42
512,379,77,60,80,76,86
513,424,88,86,87,78,85
514,384,78,79,72,82,73
515,184,30,18,32,75,29
516,382,77,77,71,82,75
517,369,83,83,63,77,63
518,420,92,91,80,78,79
519,320,58,62,61,80,59
520,263,51,65,39,74,34
521,386,82,84,76,72,72
522,405,77,74,87,78,89
523,403,79,73,84,81,86
524,344,67,68,69,78,62
525,354,71,69,70,76,68
526,372,74,61,79,80,78
527,404,85,82,80,79,78
528,221,36,33,48,77,27
529,428,90,89,92,76,81
530,315,62,67,53,75,58
531,382,77,80,75,80,70
532,388,79,78,78,75,78
533,352,63,67,70,78,74
534,386,81,83,80,74,68
535,354,76,82,68,75,53
536,396,81,92,77,78,68
537,340,68,71,62,74,65
538,406,86,80,82,85,73
539,305,58,62,66,76,43
540,351,62,78,67,75,69
541,359,68,66,76,78,71
542,382,85,82,73,76,66
543,436,90,89,87,80,90
544,350,69,84,62,70,65
545,427,93,84,90,78,82
546,372,75,67,77,80,73
547,356,71,75,72,74,64
548,401,79,84,74,78,86
549,365,75,75,69,76,70
550,311,59,76,56,75,45
551,371,87,90,66,78,50
552,358,68,76,68,78,68
553,362,70,66,76,75,75
554,408,77,83,87,82,79
555,352,71,77,69,74,61
556,307,60,63,49,76,59
557,335,62,68,67,77,61
558,437,93,90,92,77,85
559,334,67,70,60,76,61
560,343,63,69,61,78,72
561,332,67,71,64,84,46
562,351,67,68,70,76,70
563,380,73,62,83,80,82
564,340,67,52,76,80,65
565,381,79,87,72,79,64
566,400,83,77,82,78,80
567,359,73,77,69,79,61
568,350,69,69,63,76,73
569,393,84,91,74,76,68
570,323,63,65,64,75,56
571,331,60,60,70,73,68
572,392,82,82,74,74,80
573,365,70,74,71,78,72
574,348,66,67,64,80,71
575,407,86,86,77,78,80
576,320,51,46,66,81,76
577,339,67,64,62,80,66
578,401,79,78,83,82,79
579,427,85,91,89,77,85
580,372,75,78,72,76,71
581,372,76,71,75,77,73
582,383,74,76,78,77,78
583,398,84,90,85,72,67
584,432,97,96,85,66,88
585,379,77,76,78,78,70
586,332,63,69,61,78,61
587,408,82,75,84,82,85
588,297,63,68,48,80,38
589,268,42,48,62,76,40
590,388,79,82,76,77,74
591,314,55,61,62,75,61
592,279,46,48,56,77,52
593,397,84,80,80,76,77
594,398,85,73,81,73,86
595,372,75,72,78,79,68
596,390,83,79,75,77,76
597,400,90,89,76,72,73
598,399,84,79,82,76,78
599,190,31,30,34,71,24
600,371,75,74,73,79,70
601,349,63,63,74,77,72
602,370,74,66,77,80,73
603,380,70,70,78,80,82
604,335,66,60,65,77,67
605,362,69,62,76,78,77
606,259,44,47,45,75,48
607,442,92,84,95,75,96
608,359,69,68,71,76,75
609,345,65,66,67,81,66
610,349,71,64,63,78,73
611,308,53,54,62,76,63
612,348,66,55,75,75,77
613,277,50,49,48,74,56
614,418,88,77,88,76,89
615,372,79,79,67,77,70
616,374,68,63,77,82,84
617,404,87,87,81,74,75
618,347,67,68,65,76,71
619,235,36,38,40,79,42
620,377,73,76,74,73,81
621,275,46,48,48,79,54
622,285,53,66,54,77,35
623,358,64,63,74,79,78
624,358,68,69,73,80,68
625,350,66,77,70,75,62
626,372,68,69,79,77,79
627,352,68,67,73,78,66
628,260,45,47,50,78,40
629,367,76,78,71,80,62
630,217,37,35,36,75,34
631,381,76,75,76,77,77
632,378,76,78,72,80,72
633,347,67,70,67,79,64
634,361,74,71,72,83,61
635,421,86,90,85,80,80
636,401,78,79,79,78,87
637,389,75,72,82,80,80
638,385,80,87,71,73,74
639,319,61,65,61,75,57
640,367,76,74,72,70,75
641,412,87,80,83,75,87
642,375,77,70,77,79,72
643,301,54,54,58,77,58
644,365,69,64,75,81,76
645,406,85,87,86,75,73
646,350,68,69,68,77,68
647,311,59,75,55,78,44
648,332,60,64,63,78,67
649,244,34,39,54,75,42
650,408,82,83,83,82,78
651,431,94,92,91,78,76
652,210,35,34,33,77,31
653,301,67,69,55,75,35
654,341,64,65,71,78,63
655,234,41,40,36,78,39
656,340,67,67,65,79,62
657,402,83,84,85,78,72
658,314,57,54,66,76,61
659,382,76,73,79,76,78
660,330,64,52,63,80,71
661,353,69,84,64,78,58
662,396,81,77,86,74,78
663,299,69,69,46,76,39
664,283,49,58,57,73,46
665,366,72,69,73,78,74
666,267,40,39,54,81,53
667,360,71,73,71,75,70
668,423,88,87,82,78,88
669,364,61,56,77,81,89
670,376,72,73,73,81,77
671,388,74,70,78,74,92
672,360,63,55,75,76,91
673,308,51,52,70,78,57
674,405,85,87,79,79,75
675,235,34,34,44,73,50
676,331,60,57,67,77,70
677,320,63,69,52,77,59
678,345,60,54,74,81,76
679,376,76,74,69,79,78
680,385,76,73,79,78,79
681,304,55,55,58,76,60
682,268,50,48,45,75,50
683,257,47,51,38,76,45
684,345,64,59,68,75,79
685,278,47,50,65,74,42
686,276,43,49,50,74,60
687,389,74,74,84,73,84
688,432,92,89,92,74,85
689,359,70,69,71,76,73
690,351,71,76,65,77,62
691,377,79,80,74,75,69
692,389,84,76,79,80,70
693,402,86,82,83,82,69
694,316,67,72,49,79,49
695,388,81,78,83,79,67
696,392,79,83,74,72,84
697,256,56,59,44,73,24
698,277,55,55,58,76,33
699,379,73,78,76,75,77
700,352,74,72,70,78,58
701,376,79,83,76,72,66
702,315,66,65,63,76,45
703,415,92,92,86,79,66
704,310,63,73,38,74,62
705,346,67,66,66,78,69
706,397,78,79,83,79,78
707,363,74,64,73,73,79
708,338,68,79,65,71,55
709,374,73,84,77,74,66
710,400,79,78,85,70,88
711,382,75,77,80,82,68
712,401,85,79,84,71,82
713,412,87,84,86,78,77
714,346,72,80,67,77,50
715,417,95,94,78,76,74
716,275,55,53,41,78,48
717,367,71,70,83,76,67
718,274,60,50,51,76,37
719,275,48,45,60,69,53
720,417,89,90,83,78,77
721,346,68,78,65,79,56
722,395,87,85,77,75,71
723,410,89,89,87,81,64
724,399,79,79,76,76,89
725,391,81,75,79,78,78
726,352,77,70,70,68,67
727,383,74,73,82,74,80
728,399,80,86,90,69,74
729,395,90,78,73,77,77
730,401,82,80,88,65,86
731,386,84,73,77,80,72
732,292,54,62,51,74,51
733,323,67,69,49,79,59
734,407,94,90,74,77,72
735,355,77,80,68,72,58
736,419,93,94,79,80,73
737,352,69,69,69,77,68
738,344,68,68,73,75,60
739,373,71,64,75,73,90
740,248,39,41,50,74,44
741,364,73,81,69,77,64
742,330,61,55,67,82,65
743,447,94,90,92,77,94
744,398,85,86,76,74,77
745,404,85,81,78,79,81
746,370,73,76,73,77,71
747,248,41,48,37,74,48
748,414,89,88,81,75,81
749,384,80,81,75,77,71
750,180,31,27,21,67,34
751,405,90,84,85,75,71
752,388,79,80,79,73,77
753,358,75,72,74,75,62
754,446,94,91,93,76,92
755,413,81,81,91,77,83
756,398,79,85,82,73,79
757,383,83,91,66,76,67
758,308,56,58,65,73,56
759,340,66,79,64,77,54
760,406,87,83,77,79,80
761,411,83,83,85,79,81
762,307,58,58,60,72,59
763,256,45,55,50,74,32
764,311,59,61,58,74,59
765,385,81,85,68,77,74
766,376,77,76,73,75,75
767,327,63,70,61,76,57
768,343,67,72,65,75,64
769,355,64,60,76,74,81
770,378,75,74,77,78,74
771,362,75,75,71,73,68
772,301,55,48,60,74,64
773,354,69,79,67,74,65
774,258,49,50,34,74,51
775,366,72,70,72,78,74
776,376,75,74,74,83,70
777,342,63,73,69,70,67
778,364,74,78,70,77,65
779,397,81,74,82,72,88
780,318,59,73,58,73,55
781,304,59,65,54,78,48
782,379,72,74,78,75,80
783,395,82,80,80,75,78
784,311,60,55,62,72,62
785,372,73,68,78,74,79
786,367,74,81,67,79,66
787,369,74,77,74,75,69
788,418,86,73,90,78,91
789,425,88,85,91,68,93
790,373,72,74,77,76,74
791,380,79,78,67,79,77
792,326,60,61,64,77,64
793,371,81,78,72,76,64
794,368,76,89,64,75,64
795,390,76,73,80,73,88
796,361,74,76,70,74,67
797,326,59,64,65,77,61
798,303,58,53,62,76,54
799,348,66,74,65,75,68
800,333,69,77,60,72,55
801,369,80,82,73,80,54
802,309,55,61,56,76,61
803,209,31,40,32,73,33
804,390,79,75,84,72,80
805,412,89,76,92,70,85
806,334,61,55,71,78,69
807,374,72,75,78,72,77
808,395,75,81,83,81,75
809,264,53,59,45,72,35
810,385,72,65,84,75,89
811,432,89,79,94,75,95
812,378,79,78,79,76,66
813,389,75,75,81,82,76
814,420,89,72,91,76,92
815,334,62,65,60,81,66
816,377,75,75,75,77,75
817,386,77,79,74,72,84
818,366,77,85,72,69,63
819,300,52,48,64,82,54
820,277,55,54,51,74,43
821,369,75,81,76,76,61
822,287,59,57,49,73,49
823,358,76,79,65,75,63
824,270,51,54,48,79,38
825,360,67,49,85,75,84
826,344,68,66,69,80,61
827,252,46,43,51,74,38
828,301,40,62,69,76,54
829,366,74,78,70,75,69
830,354,73,78,70,76,57
831,410,88,90,79,73,80
832,268,39,52,57,80,40
833,259,48,53,37,82,39
834,243,38,48,54,69,34
835,346,68,77,64,74,63
836,340,69,69,65,76,61
837,386,80,82,76,74,74
838,418,87,79,90,74,88
839,390,75,78,74,80,83
840,393,76,77,73,77,90
841,370,79,75,74,78,64
842,347,61,67,69,78,72
843,318,64,73,53,78,50
844,378,78,69,77,80,74
845,330,62,55,68,78,67
846,388,78,85,75,77,73
847,353,65,69,74,80,65
848,278,46,55,44,76,57
849,356,75,68,82,74,57
850,387,75,72,85,77,78
851,266,55,53,33,77,48
852,357,68,74,71,74,70
853,265,48,39,49,74,55
854,359,73,76,67,77,66
855,322,55,61,63,76,67
856,331,64,68,60,78,61
857,399,82,81,84,77,75
858,390,86,82,76,73,73
859,247,50,55,34,66,42
860,402,80,87,83,76,76
861,231,41,46,41,72,31
862,389,77,84,73,78,77
863,347,63,55,74,77,78
864,240,43,50,34,81,32
865,396,78,74,84,72,88
866,377,74,79,70,78,76
867,435,88,90,87,81,89
868,397,77,75,83,81,81
869,360,70,69,71,75,75
870,341,65,62,70,76,68
871,410,87,79,78,75,91
872,342,73,72,64,75,58
873,235,37,40,54,74,30
874,284,39,43,61,75,66
875,277,50,52,36,78,61
876,353,69,66,78,74,66
877,361,69,68,79,80,65
878,350,72,74,59,78,67
879,344,64,64,76,72,68
880,379,78,78,76,79,68
881,367,70,74,72,75,76
882,350,74,73,65,73,65
883,383,77,76,75,76,79
884,377,69,65,79,77,87
885,238,32,32,47,74,53
886,421,91,90,88,76,76
887,372,77,78,73,75,69
888,262,40,52,47,71,52
889,335,65,58,67,78,67
890,291,56,55,54,74,52
891,356,67,67,71,79,72
892,226,33,39,33,85,36
893,313,58,55,60,75,65
894,362,66,71,73,77,75
895,366,70,66,76,75,79
896,363,69,69,76,76,73
897,263,44,43,50,76,50
898,361,81,79,72,81,48
899,257,46,34,54,74,49
900,397,77,78,86,77,79
901,264,47,49,48,75,45
902,425,89,88,82,75,91
903,280,59,43,57,75,46
904,389,81,75,81,76,76
905,397,83,84,77,74,79
906,386,81,81,79,69,76
907,298,48,52,56,76,66
908,237,35,39,39,68,56
909,349,69,75,64,73,68
910,235,37,37,53,65,43
911,355,71,65,69,76,74
912,311,55,63,66,75,52
913,418,84,80,89,75,90
914,334,62,60,66,77,69
915,288,58,61,65,70,34
916,366,68,73,68,78,79
917,374,74,69,71,77,83
918,407,85,84,84,79,75
919,376,76,64,83,75,78
920,209,27,29,38,75,40
921,380,85,88,64,76,67
922,319,69,69,52,81,48
923,335,57,55,69,78,76
924,311,54,64,67,72,54
925,361,74,67,72,79,69
926,327,54,53,61,82,77
927,317,59,62,59,77,60
928,248,49,46,46,73,34
929,347,64,59,77,74,73
930,377,83,79,71,78,66
931,377,76,75,76,74,76
932,366,77,72,72,75,70
933,395,79,77,79,76,84
934,236,35,34,36,76,55
935,323,60,65,69,75,54
936,336,63,62,69,75,67
937,234,35,45,37,74,43
938,371,69,64,78,75,85
939,287,51,55,54,74,53
940,352,69,67,67,76,73
941,374,75,66,75,80,78
942,379,74,77,81,75,72
943,293,49,57,63,75,49
944,339,65,72,64,78,60
945,365,75,69,67,72,82
946,395,75,77,81,81,81
947,349,62,78,67,73,69
948,389,75,73,81,80,80
949,412,87,74,86,82,83
950,321,58,54,66,78,65
951,385,75,69,82,74,85
952,340,66,60,69,74,71
953,270,44,44,59,68,55
954,348,69,63,66,80,70
955,425,85,86,92,77,85
956,280,46,50,55,72,57
957,273,48,46,62,74,43
958,393,79,79,83,77,75
959,274,55,53,40,75,51
960,351,65,67,76,77,66
961,283,55,49,53,75,51
962,425,91,90,90,72,82
963,257,49,51,32,74,51
964,328,58,57,67,82,64
965,360,66,71,64,76,83
966,440,91,91,93,76,89
967,422,89,86,90,71,86
968,338,76,75,63,78,46
969,359,66,66,75,78,74
970,415,86,89,88,74,78
971,372,74,75,77,75,71
972,298,51,53,60,69,65
973,235,38,47,39,75,36
974,389,78,77,76,79,79
975,375,77,79,77,71,71
976,355,69,75,69,73,69
977,363,72,67,71,77,76
978,428,94,93,91,79,71
979,350,76,78,67,78,51
980,339,69,66,64,73,67
981,296,43,62,60,72,59
982,331,72,72,51,81,55
983,399,84,90,74,77,74
984,400,85,87,78,74,76
985,366,79,78,61,72,76
986,387,76,80,79,79,73
987,343,65,66,68,72,72
988,358,66,70,77,73,72
989,358,69,64,77,73,75
990,378,77,75,76,73,77
991,248,44,57,39,64,44
992,306,49,47,66,69,75
993,325,59,67,66,78,55
994,363,72,68,76,72,75
995,196,32,34,29,73,28
