player_id,defender,composure,defending,marking,standing_tackle,sliding_tackle
154,567,87,240,79,82,79
155,406,76,165,65,49,51
156,513,85,214,72,74,68
157,162,62,50,19,20,11
158,155,59,48,19,15,14
159,567,75,246,83,82,81
160,301,89,106,34,42,30
161,357,81,138,52,47,39
162,278,82,98,52,24,22
163,161,61,50,20,18,12
164,566,76,245,79,82,84
165,493,87,203,70,70,63
166,558,82,238,78,80,80
167,588,76,256,88,86,82
168,498,80,209,69,72,68
169,329,77,126,44,41,41
170,499,81,209,70,73,66
171,352,82,135,55,40,40
172,582,82,250,83,84,83
173,511,81,215,64,80,71
174,424,74,175,55,61,59
175,546,78,234,75,81,78
176,464,80,192,69,64,59
177,378,78,150,56,46,48
178,318,82,118,31,43,44
179,607,85,261,87,88,86
180,603,85,259,87,87,85
181,540,76,232,75,79,78
182,147,65,41,13,15,13
183,302,86,108,48,34,26
184,545,81,232,86,74,72
185,272,80,96,30,34,32
186,581,79,251,85,86,80
187,133,55,39,14,13,12
188,325,81,122,39,51,32
189,134,40,47,11,19,17
190,597,83,257,85,85,87
191,114,48,33,10,10,13
192,384,82,151,58,55,38
193,389,77,156,55,54,47
194,140,62,39,15,14,10
195,427,79,174,66,56,52
196,549,81,234,80,79,75
197,519,87,216,75,74,67
198,559,77,241,77,83,81
199,572,78,247,83,83,81
200,552,78,237,80,80,77
201,578,80,249,80,86,83
202,287,83,102,58,28,16
203,546,80,233,80,77,76
204,602,84,259,83,86,90
205,536,82,227,71,77,79
206,407,85,161,54,55,52
207,595,81,257,86,85,86
208,588,82,253,85,83,85
209,217,83,67,31,22,14
210,506,82,212,75,73,64
211,235,85,75,35,22,18
212,146,64,41,13,15,13
213,515,89,213,71,74,68
214,268,90,89,28,37,24
215,542,72,235,78,79,78
216,111,39,36,12,10,14
217,579,71,254,85,87,82
218,167,67,50,20,17,13
219,523,77,223,70,78,75
220,473,81,196,60,70,66
221,548,82,233,79,80,74
222,253,77,88,36,27,25
223,553,79,237,83,79,75
224,513,83,215,70,75,70
225,154,58,48,22,13,13
226,539,75,232,75,78,79
227,324,82,121,40,42,39
228,578,76,251,81,84,86
229,579,73,253,84,86,83
230,244,82,81,35,20,26
231,145,55,45,14,12,19
232,151,61,45,15,13,17
233,386,76,155,58,53,44
234,373,77,148,51,55,42
235,554,74,240,82,82,76
236,156,62,47,18,16,13
237,349,81,134,46,48,40
238,289,77,106,41,39,26
239,579,83,248,82,86,80
240,569,71,249,86,86,77
241,169,63,53,19,18,16
242,430,82,174,58,61,55
243,293,81,106,46,29,31
244,172,60,56,20,18,18
245,148,62,43,14,15,14
246,569,83,243,81,83,79
247,268,78,95,32,30,33
248,565,69,248,83,83,82
249,221,79,71,37,14,20
250,168,64,52,22,15,15
251,552,84,234,83,83,68
252,361,87,137,52,41,44
253,330,80,125,44,41,40
254,167,65,51,20,12,19
255,156,64,46,17,14,15
256,146,52,47,15,18,14
257,564,76,244,80,81,83
258,150,64,43,13,18,12
259,578,84,247,83,84,80
260,451,79,186,60,71,55
261,497,81,208,68,72,68
262,582,90,246,82,83,81
263,324,82,121,40,42,39
264,586,84,251,80,87,84
265,141,53,44,12,16,16
266,420,80,170,64,52,54
267,381,79,151,43,57,51
268,170,64,53,24,15,14
269,591,83,254,87,84,83
270,300,80,110,32,39,39
271,201,83,59,24,16,19
272,530,80,225,76,77,72
273,597,75,261,89,87,85
274,140,70,35,13,11,11
275,539,79,230,75,77,78
276,296,82,107,30,42,35
277,337,75,131,46,39,46
278,256,82,87,35,24,28
279,575,79,248,83,84,81
280,526,74,226,71,78,77
281,555,77,239,80,80,79
282,400,76,162,61,53,48
283,470,82,194,68,68,58
284,540,74,233,77,77,79
285,353,79,137,45,54,38
286,377,81,148,46,56,46
287,166,78,44,15,11,18
288,366,78,144,50,52,42
289,538,82,228,70,77,81
290,233,79,77,26,27,24
291,579,81,249,83,86,80
292,502,74,214,73,72,69
293,562,70,246,77,85,84
294,550,74,238,77,79,82
295,306,72,117,38,32,47
296,181,59,61,19,22,20
297,560,78,241,81,79,81
298,570,80,245,80,84,81
299,256,80,88,24,34,30
300,558,78,240,80,83,77
301,271,83,94,37,32,25
302,253,79,87,25,33,29
303,469,81,194,68,64,62
304,577,75,251,82,83,86
305,414,82,166,59,65,42
306,321,79,121,63,29,29
307,491,83,204,66,71,67
308,301,81,110,47,34,29
309,534,78,228,74,78,76
310,503,85,209,69,73,67
311,277,73,102,39,37,26
312,170,62,54,17,20,17
313,433,79,177,55,59,63
314,142,56,43,17,14,12
315,214,76,69,39,14,16
316,554,74,240,79,81,80
317,533,81,226,70,81,75
318,536,84,226,75,79,72
319,571,81,245,82,82,81
320,185,75,55,20,20,15
321,560,78,241,81,81,79
322,162,44,59,25,20,14
323,391,81,155,39,61,55
324,145,59,43,20,11,12
325,570,72,249,82,85,82
326,280,78,101,35,34,32
327,170,64,53,21,20,12
328,551,79,236,77,79,80
329,577,75,251,86,83,82
330,284,74,105,30,41,34
331,542,76,233,76,79,78
332,544,80,232,75,79,78
333,258,76,91,50,23,18
334,539,77,231,75,79,77
335,388,84,152,47,59,46
336,526,70,228,75,78,75
337,531,79,226,77,74,75
338,290,80,105,22,50,33
339,262,84,89,43,24,22
340,280,80,100,34,36,30
341,143,61,41,18,12,11
342,161,65,48,21,14,13
343,400,74,163,60,54,49
344,440,78,181,63,63,55
345,579,73,253,84,84,85
346,460,84,188,66,63,59
347,345,81,132,35,49,48
348,568,78,245,80,81,84
349,532,80,226,67,78,81
350,539,75,232,73,81,78
351,405,87,159,64,42,53
352,414,84,165,49,60,56
353,344,82,131,38,53,40
354,350,84,133,45,46,42
355,335,87,124,57,38,29
356,552,84,234,80,80,74
357,582,78,252,84,84,84
358,585,81,252,85,84,83
359,568,72,248,85,83,80
360,135,61,37,7,14,16
361,498,84,207,75,70,62
362,138,66,36,13,12,11
363,141,63,39,14,12,13
364,155,63,46,10,17,19
365,249,85,82,31,25,26
366,535,75,230,81,82,67
367,276,82,97,33,41,23
368,579,79,250,85,83,82
369,451,89,181,68,57,56
370,183,75,54,18,23,13
371,297,81,108,40,35,33
372,557,71,243,84,83,76
373,542,82,230,77,77,76
374,237,79,79,28,27,24
375,211,77,67,31,13,23
376,544,68,238,80,81,77
377,564,70,247,83,82,82
378,151,67,42,12,17,13
379,346,76,135,62,36,37
380,194,64,65,24,20,21
381,369,77,146,54,55,37
382,562,74,244,81,82,81
383,238,82,78,35,20,23
384,224,74,75,32,25,18
385,288,80,104,40,32,32
386,503,87,208,66,73,69
387,146,56,45,17,14,14
388,341,77,132,45,53,34
389,543,65,239,80,80,79
390,535,77,229,72,78,79
391,213,79,67,25,26,16
392,501,79,211,69,72,70
393,560,76,242,78,84,80
394,130,48,41,11,18,12
395,550,72,239,80,81,78
396,207,77,65,29,13,23
397,135,41,47,16,14,17
398,520,54,233,79,78,76
399,251,75,88,45,25,18
400,558,76,241,79,82,80
401,332,74,129,43,49,37
402,572,78,247,83,81,83
403,540,76,232,78,79,75
404,153,55,49,14,17,18
405,388,82,153,54,51,48
406,556,72,242,75,85,82
407,532,80,226,73,80,73
408,386,84,151,53,54,44
409,546,80,233,75,80,78
410,540,78,231,76,84,71
411,521,75,223,72,74,77
412,512,80,216,67,75,74
413,568,68,250,84,81,85
414,286,74,106,42,35,29
415,573,83,245,82,83,80
416,521,69,226,75,77,74
417,545,81,232,79,78,75
418,520,74,223,75,77,71
419,221,83,69,28,18,23
420,151,67,42,12,14,16
421,147,53,47,15,13,19
422,534,72,231,79,80,72
423,460,82,189,57,70,62
424,418,78,170,66,54,50
425,454,84,185,72,59,54
426,568,70,249,86,83,80
427,530,72,229,72,78,79
428,282,78,102,42,30,30
429,394,80,157,62,52,43
430,499,75,212,69,72,71
431,415,75,170,57,57,56
432,295,75,110,55,23,32
433,223,73,75,30,23,22
434,534,86,224,79,73,72
435,362,82,140,48,49,43
436,275,77,99,29,40,30
437,552,74,239,77,82,80
438,565,69,248,79,83,86
439,545,69,238,79,81,78
440,537,67,235,78,80,77
441,550,74,238,78,79,81
442,536,70,233,76,78,79
443,526,78,224,72,77,75
444,568,76,246,81,84,81
445,558,80,239,77,83,79
446,562,78,242,81,82,79
447,535,77,229,76,76,77
448,249,77,86,34,30,22
449,372,78,147,39,64,44
450,573,79,247,80,84,83
451,143,63,40,17,11,12
452,557,73,242,77,83,82
453,525,77,224,74,74,76
454,493,83,205,72,71,62
455,485,67,209,70,71,68
456,158,64,47,10,20,17
457,239,75,82,32,29,21
458,556,76,240,79,81,80
459,545,75,235,74,79,82
460,528,80,224,75,77,72
461,551,79,236,77,79,80
462,224,78,73,22,24,27
463,282,78,102,40,32,30
464,565,77,244,83,82,79
465,400,78,161,53,53,55
466,555,69,243,80,81,82
467,545,69,238,80,78,80
468,302,78,112,37,41,34
469,556,82,237,81,82,74
470,544,76,234,75,83,76
471,557,79,239,80,80,79
472,296,78,109,39,35,35
473,340,76,132,52,43,37
474,172,62,55,23,15,17
475,301,77,112,49,32,31
476,322,76,123,46,41,36
477,562,78,242,79,82,81
478,508,80,214,74,72,68
479,564,78,243,82,83,78
480,423,83,170,59,61,50
481,560,84,238,77,79,82
482,342,82,130,49,43,38
483,311,77,117,38,44,35
484,242,82,80,23,29,28
485,549,75,237,77,81,79
486,337,83,127,58,39,30
487,551,69,241,81,82,78
488,571,81,245,81,82,82
489,167,63,52,20,14,18
490,558,76,241,77,83,81
491,572,82,245,84,81,80
492,142,62,40,14,11,15
493,543,75,234,79,78,77
494,494,82,206,69,74,63
495,401,79,161,52,55,54
496,570,78,246,83,81,82
497,559,77,241,80,81,80
498,282,82,100,39,42,19
499,516,90,213,72,73,68
500,222,80,71,35,21,15
501,260,82,89,22,32,35
502,155,67,44,18,13,13
503,274,84,95,53,22,20
504,558,86,236,77,80,79
505,335,81,127,41,47,39
506,242,86,78,30,24,24
507,115,45,35,10,9,16
508,557,81,238,80,81,77
509,516,54,231,78,77,76
510,530,76,227,74,77,76
511,290,86,102,44,33,25
512,370,82,144,50,50,44
513,268,82,93,25,36,32
514,170,74,48,22,13,13
515,94,32,31,11,10,10
516,558,76,241,79,82,80
517,527,75,226,72,77,77
518,516,76,220,69,76,75
519,527,77,225,76,79,70
520,568,78,245,78,87,80
521,517,59,229,70,80,79
522,406,78,164,58,59,47
523,464,82,191,63,65,63
524,530,78,226,74,80,72
525,544,80,232,76,79,77
526,467,77,195,66,65,64
527,352,74,139,43,49,47
528,124,56,34,10,11,13
529,287,79,104,32,36,36
530,555,77,239,79,81,79
531,438,76,181,60,65,56
532,519,67,226,73,76,77
533,529,71,229,75,79,75
534,205,77,64,25,21,18
535,528,70,229,75,79,75
536,258,72,93,36,38,19
537,441,75,183,61,72,50
538,205,73,66,27,20,19
539,158,64,47,22,9,16
540,562,76,243,82,84,77
541,544,68,238,80,81,77
542,523,67,228,75,79,74
543,532,76,228,75,77,76
544,541,69,236,75,84,77
545,334,78,128,55,37,36
546,282,76,103,28,40,35
547,218,76,71,28,24,19
548,348,72,138,51,46,41
549,512,80,216,70,74,72
550,521,83,219,75,77,67
551,300,74,113,51,34,28
552,526,80,223,76,76,71
553,505,75,215,72,72,71
554,490,80,205,67,72,66
555,550,76,237,76,80,81
556,552,80,236,80,80,76
557,469,75,197,67,76,54
558,346,70,138,65,40,33
559,529,73,228,74,77,77
560,242,80,81,32,31,18
561,248,76,86,29,28,29
562,531,79,226,68,80,78
563,515,83,216,73,76,67
564,545,83,231,79,78,74
565,255,71,92,38,31,23
566,260,80,90,38,27,25
567,555,79,238,77,80,81
568,541,67,237,78,80,79
569,281,75,103,28,50,25
570,541,77,232,72,81,79
571,531,67,232,77,78,77
572,517,71,223,71,77,75
573,550,78,236,77,78,81
574,306,78,114,48,37,29
575,408,84,162,63,54,45
576,571,77,247,82,85,80
577,566,70,248,82,84,82
578,401,77,162,59,61,42
579,511,81,215,69,72,74
580,271,81,95,45,25,25
581,560,80,240,85,81,74
582,234,76,79,22,28,29
583,518,80,219,68,75,76
584,293,73,110,37,38,35
585,228,78,75,30,25,20
586,568,76,246,80,84,82
587,291,69,111,32,44,35
588,561,75,243,79,83,81
589,128,32,48,14,19,15
590,510,74,218,70,74,74
591,496,84,206,71,70,65
592,165,63,51,20,12,19
593,499,77,211,72,70,69
594,287,67,110,35,40,35
595,506,78,214,68,75,71
596,532,72,230,77,77,76
597,533,71,231,75,76,80
598,298,72,113,45,43,25
599,157,49,54,25,10,19
600,566,76,245,82,82,81
601,514,74,220,79,74,67
602,250,78,86,22,37,27
603,226,76,75,34,25,16
604,535,83,226,76,77,73
605,426,78,174,62,56,56
606,148,46,51,16,20,15
607,359,79,140,45,53,42
608,541,77,232,79,77,76
609,513,79,217,76,74,67
610,551,81,235,79,79,77
611,528,76,226,77,77,72
612,473,79,197,67,68,62
613,554,72,241,80,83,78
614,513,71,221,71,75,75
615,514,70,222,75,74,73
616,361,83,139,51,52,36
617,259,73,93,32,36,25
618,549,67,241,80,80,81
619,116,32,42,16,17,9
620,522,70,226,71,78,77
621,550,80,235,83,78,74
622,547,73,237,75,85,77
623,528,82,223,73,76,74
624,556,84,236,77,79,80
625,545,75,235,77,78,80
626,492,80,206,68,72,66
627,556,78,239,79,79,81
628,134,60,37,11,12,14
629,294,70,112,68,21,23
630,148,62,43,14,15,14
631,455,77,189,73,61,55
632,226,76,75,25,24,26
633,543,69,237,79,79,79
634,282,78,102,30,44,28
635,219,75,72,26,24,22
636,493,77,208,68,72,68
637,365,81,142,50,52,40
638,241,73,84,31,29,24
639,524,80,222,74,77,71
640,541,69,236,79,78,79
641,322,76,123,43,45,35
642,279,69,105,43,37,25
643,559,79,240,79,81,80
644,562,82,240,80,82,78
645,337,75,131,59,37,35
646,537,71,233,75,80,78
647,551,67,242,79,82,81
648,552,74,239,80,81,78
649,534,78,228,78,77,73
650,222,72,75,40,20,15
651,286,82,102,30,35,37
652,536,80,228,77,77,74
653,205,79,63,25,17,21
654,526,80,223,75,76,72
655,141,45,48,16,18,14
656,350,78,136,45,49,42
657,256,70,93,30,32,31
658,438,80,179,60,62,57
659,302,80,111,58,31,22
660,554,78,238,79,79,80
661,543,75,234,76,81,77
662,381,71,155,35,65,55
663,533,71,231,75,78,78
664,564,78,243,78,83,82
665,562,82,240,78,82,80
666,267,79,94,37,37,20
667,520,72,224,72,80,72
668,232,78,77,31,20,26
669,265,85,90,38,31,21
670,240,70,85,42,23,20
671,271,75,98,38,26,34
672,512,76,218,76,73,69
673,167,65,51,26,13,12
674,324,80,122,50,33,39
675,129,57,36,11,13,12
676,335,71,132,50,46,36
677,546,74,236,79,78,79
678,334,86,124,42,46,36
679,551,75,238,78,79,81
680,548,78,235,75,78,82
681,555,75,240,79,81,80
682,165,63,51,22,15,14
683,140,58,41,16,11,14
684,557,81,238,77,81,80
685,143,57,43,21,10,12
686,196,64,66,20,22,24
687,196,82,57,29,17,11
688,265,77,94,36,37,21
689,521,79,221,75,76,70
690,546,76,235,78,81,76
691,519,65,227,70,78,79
692,524,80,222,70,75,77
693,201,73,64,25,20,19
694,548,70,239,80,78,81
695,286,84,101,35,34,32
696,514,72,221,74,74,73
697,146,60,43,17,12,14
698,154,56,49,21,15,13
699,379,77,151,53,54,44
700,264,70,97,55,19,23
701,305,77,114,27,53,34
702,548,68,240,79,81,80
703,273,77,98,28,36,34
704,536,62,237,75,79,83
705,532,78,227,77,75,75
706,270,80,95,32,28,35
707,546,78,234,77,81,76
708,554,74,240,76,85,79
709,439,79,180,60,62,58
710,404,66,169,58,58,53
711,274,78,98,37,31,30
712,280,68,106,43,33,30
713,342,76,133,65,34,34
714,242,72,85,27,31,27
715,202,78,62,25,16,21
716,540,64,238,78,81,79
717,259,73,93,50,24,19
718,550,74,238,79,81,78
719,151,59,46,20,14,12
720,204,74,65,27,22,16
721,219,73,73,35,23,15
722,509,75,217,71,73,73
723,376,74,151,49,53,49
724,496,76,210,73,73,64
725,305,69,118,50,38,30
726,228,80,74,38,19,17
727,250,72,89,26,39,24
728,364,60,152,24,66,62
729,328,62,133,36,49,48
730,215,71,72,28,20,24
731,540,80,230,78,75,77
732,524,66,229,73,81,75
733,550,70,240,81,78,81
734,509,71,219,72,75,72
735,529,77,226,74,77,75
736,511,75,218,69,76,73
737,518,70,224,73,78,73
738,483,77,203,71,69,63
739,496,78,209,63,73,73
740,527,79,224,77,80,67
741,556,76,240,79,83,78
742,497,81,208,73,75,60
743,280,78,101,42,30,29
744,516,74,221,73,74,74
745,318,76,121,54,34,33
746,553,81,236,77,78,81
747,153,67,43,10,21,12
748,282,76,103,28,37,38
749,196,78,59,27,14,18
750,147,55,46,16,12,18
751,288,72,108,23,40,45
752,526,70,228,74,77,77
753,262,72,95,33,38,24
754,423,77,173,59,59,55
755,325,75,125,38,46,41
756,380,76,152,55,51,46
757,286,74,106,26,42,38
758,530,68,231,78,78,75
759,539,65,237,77,83,77
760,275,71,102,34,37,31
761,331,81,125,55,41,29
762,164,56,54,20,12,22
763,542,78,232,77,80,75
764,566,74,246,82,84,80
765,536,72,232,77,78,77
766,524,72,226,74,77,75
767,535,67,234,78,79,77
768,516,68,224,74,76,74
769,500,74,213,69,76,68
770,525,75,225,77,74,74
771,535,73,231,74,78,79
772,517,81,218,72,74,72
773,532,72,230,79,80,71
774,524,60,232,79,77,76
775,466,76,195,61,69,65
776,516,74,221,76,76,69
777,454,80,187,59,67,61
778,535,77,229,79,76,74
779,244,74,85,30,28,27
780,545,77,234,78,80,76
781,533,67,233,80,79,74
782,515,81,217,66,76,75
783,525,65,230,76,79,75
784,540,74,233,77,79,77
785,292,70,111,50,31,30
786,255,75,90,27,35,28
787,542,74,234,76,80,78
788,365,75,145,54,39,52
789,269,71,99,40,35,24
790,255,77,89,53,16,20
791,300,76,112,42,39,31
792,548,80,234,77,80,77
793,198,74,62,28,19,15
794,513,69,222,72,76,74
795,367,73,147,54,49,44
796,539,77,231,76,76,79
797,545,79,233,79,78,76
798,524,74,225,74,77,74
799,534,74,230,76,78,76
800,526,72,227,71,79,77
801,362,72,145,55,58,32
802,541,69,236,78,79,79
803,145,45,50,22,12,16
804,330,74,128,47,46,35
805,238,80,79,30,31,18
806,484,76,204,69,73,62
807,542,72,235,79,78,78
808,233,75,79,36,24,19
809,537,69,234,77,80,77
810,485,79,203,65,70,68
811,268,72,98,31,42,25
812,520,76,222,73,77,72
813,429,75,177,69,59,49
814,337,77,130,60,39,31
815,537,65,236,80,80,76
816,251,81,85,37,26,22
817,526,72,227,76,76,75
818,222,74,74,30,24,20
819,535,77,229,80,77,72
820,126,60,33,9,11,13
821,536,76,230,76,77,77
822,155,53,51,11,20,20
823,529,73,228,74,76,78
824,563,77,243,82,80,81
825,520,72,224,77,75,72
826,526,80,223,76,76,71
827,122,44,39,12,15,12
828,545,75,235,80,79,76
829,521,73,224,72,77,75
830,400,82,159,55,57,47
831,363,71,146,55,49,42
832,416,86,165,58,56,51
833,551,77,237,81,78,78
834,547,73,237,79,81,77
835,566,78,244,85,78,81
836,410,80,165,54,60,51
837,525,69,228,74,77,77
838,248,70,89,33,26,30
839,487,79,204,72,69,63
840,518,74,222,74,75,73
841,300,72,114,25,45,44
842,534,80,227,75,82,70
843,557,75,241,81,79,81
844,285,69,108,28,26,54
845,448,76,186,71,67,48
846,263,77,93,29,39,25
847,534,70,232,69,81,82
848,547,71,238,82,80,76
849,266,72,97,25,30,42
850,390,72,159,50,54,55
851,548,72,238,78,82,78
852,546,80,233,78,78,77
853,146,58,44,16,16,12
854,509,65,222,78,76,68
855,535,73,231,74,79,78
856,273,77,98,39,30,29
857,328,82,123,37,42,44
858,514,74,220,73,74,73
859,537,71,233,75,82,76
860,396,70,163,54,56,53
861,128,44,42,13,15,14
862,509,75,217,69,74,74
863,527,77,225,76,76,73
864,339,81,129,38,65,26
865,253,77,88,27,36,25
866,528,74,227,73,78,76
867,349,83,133,45,47,41
868,347,85,131,47,45,39
869,534,84,225,74,77,74
870,568,76,246,83,83,80
871,320,70,125,52,35,38
872,514,64,225,68,78,79
873,161,65,48,14,16,18
874,537,73,232,76,79,77
875,533,75,229,76,77,76
876,284,86,99,35,36,28
877,365,81,142,61,60,21
878,316,70,123,32,44,47
879,470,82,194,58,70,66
880,549,81,234,76,79,79
881,427,73,177,61,63,53
882,548,74,237,81,78,78
883,513,75,219,74,74,71
884,514,76,219,74,72,73
885,545,73,236,80,79,77
886,230,72,79,35,29,15
887,536,76,230,74,79,77
888,536,70,233,77,79,77
889,584,76,254,84,86,84
890,150,62,44,16,15,13
891,539,75,232,79,77,76
892,273,81,96,45,32,19
893,158,56,51,22,14,15
894,476,80,198,68,70,60
895,352,82,135,34,51,50
896,340,86,127,35,58,34
897,138,70,34,10,12,12
898,249,81,84,29,29,26
899,146,60,43,15,14,14
900,521,73,224,71,75,78
901,542,72,235,78,80,77
902,514,74,220,71,74,75
903,148,56,46,20,11,15
904,475,77,199,62,69,68
905,505,75,215,66,75,74
906,273,67,103,46,31,26
907,511,75,218,73,75,70
908,123,45,39,10,15,14
909,535,75,230,74,80,76
910,164,62,51,23,17,11
911,534,76,229,78,77,74
912,497,81,208,69,71,68
913,392,78,157,55,48,54
914,334,78,128,43,46,39
915,134,50,42,8,18,16
916,536,76,230,78,78,74
917,483,73,205,69,69,67
918,512,76,218,74,73,71
919,395,69,163,56,59,48
920,111,31,40,13,14,13
921,506,72,217,72,72,73
922,531,67,232,80,76,76
923,511,73,219,69,77,73
924,526,66,230,73,78,79
925,545,73,236,79,79,78
926,392,88,152,57,55,40
927,533,75,229,76,75,78
928,195,63,66,28,19,19
929,304,76,114,30,45,39
930,518,68,225,78,75,72
931,446,78,184,50,64,70
932,522,74,224,71,76,77
933,351,75,138,48,48,42
934,150,48,51,16,18,17
935,468,74,197,61,72,64
936,356,78,139,42,56,41
937,543,81,231,77,80,74
938,501,79,211,72,74,65
939,544,72,236,78,80,78
940,216,76,70,40,16,14
941,229,79,75,21,29,25
942,533,73,230,77,76,77
943,530,60,235,79,77,79
944,558,80,239,80,78,81
945,419,73,173,63,57,53
946,538,80,229,77,79,73
947,548,76,236,81,80,75
948,408,80,164,57,57,50
949,222,84,69,20,28,21
950,554,80,237,82,80,75
951,320,76,122,54,36,32
952,214,76,69,22,27,20
953,512,64,224,75,77,72
954,472,78,197,63,69,65
955,465,81,192,60,69,63
956,535,77,229,80,76,73
957,136,60,38,16,11,11
958,501,69,216,74,73,69
959,544,76,234,80,80,74
960,264,78,93,31,32,30
961,116,56,30,10,10,10
962,270,70,100,37,38,25
963,187,57,65,20,21,24
964,290,74,108,31,46,31
965,226,76,75,29,28,18
966,308,86,111,33,41,37
967,255,79,88,32,30,26
968,536,58,239,81,79,79
969,526,80,223,79,73,71
970,491,65,213,65,72,76
971,543,81,231,77,76,78
972,139,51,44,12,20,12
973,125,61,32,10,12,10
974,305,69,118,30,55,33
975,288,60,114,44,39,31
976,502,68,217,72,74,71
977,517,73,222,74,75,73
978,224,74,75,28,23,24
979,516,70,223,72,76,75
980,538,64,237,78,79,80
981,543,73,235,80,78,77
982,525,67,229,77,76,76
983,275,77,99,33,39,27
984,511,67,222,71,75,76
985,541,67,237,80,80,77
986,322,80,121,40,40,41
987,521,77,222,73,77,72
988,471,75,198,67,66,65
989,450,80,185,61,62,62
990,514,70,222,72,76,74
991,528,62,233,74,81,78
992,475,81,197,55,72,70
993,290,78,106,46,32,28
994,464,74,195,67,65,63
995,528,70,229,76,78,75
