player_id,attacking,crossing,finishing,heading_accuracy,short_passing,volleys
113,345,82,57,84,78,44
114,344,84,52,66,81,61
115,353,74,68,68,87,56
116,365,82,80,37,87,79
117,389,75,79,82,84,69
118,391,69,78,83,85,76
119,285,45,39,84,73,44
120,405,73,84,85,81,82
121,394,82,85,58,86,83
122,367,87,60,71,81,68
123,402,74,88,74,82,84
124,256,49,25,82,73,27
125,366,80,78,45,85,78
126,360,78,76,55,84,67
127,368,80,60,76,85,67
128,295,60,53,69,81,32
129,378,84,69,71,79,75
130,408,80,89,77,79,83
131,355,82,64,50,83,76
132,90,15,8,17,37,13
133,389,82,78,65,80,84
134,331,81,46,75,78,51
135,400,68,87,84,75,86
136,85,12,12,11,34,16
137,391,69,71,84,90,77
138,338,63,62,72,82,59
139,69,13,10,11,23,12
140,105,18,12,16,44,15
141,380,83,66,75,81,75
142,364,68,66,71,86,73
143,350,66,70,59,85,70
144,358,81,73,63,81,60
145,353,81,75,43,78,76
146,382,66,85,77,77,77
147,380,83,74,64,83,76
148,293,74,44,58,74,43
149,319,68,66,67,83,35
150,343,78,63,72,80,50
151,302,76,50,58,76,42
152,374,78,77,60,84,75
153,271,69,26,74,78,24
154,359,87,66,57,81,68
155,366,84,74,52,83,73
156,377,67,79,69,82,80
157,113,24,19,15,38,17
158,93,12,10,12,48,11
159,256,35,32,79,76,34
160,371,79,82,49,84,77
161,343,78,74,46,77,68
162,367,44,88,83,75,77
163,84,18,18,11,26,11
164,340,81,61,58,82,58
165,393,68,82,81,83,79
166,352,83,58,68,81,62
167,247,36,30,78,75,28
168,367,89,74,59,75,70
169,406,78,88,81,79,80
170,342,73,61,42,90,76
171,360,82,76,45,83,74
172,334,61,51,79,78,65
173,351,75,60,56,89,71
174,394,80,82,77,83,72
175,350,85,65,57,82,61
176,380,74,81,60,83,82
177,358,81,76,39,82,80
178,360,73,79,62,74,72
179,343,70,74,59,84,56
180,258,25,37,82,75,39
181,352,83,63,72,84,50
182,98,19,18,16,32,13
183,397,84,83,66,85,79
184,350,78,66,53,85,68
185,339,76,77,47,75,64
186,301,54,36,84,77,50
187,115,30,12,20,38,15
188,384,68,83,75,79,79
189,92,15,15,14,35,13
190,208,27,25,80,60,16
191,72,11,11,11,30,9
192,353,79,79,43,84,68
193,363,79,76,48,82,78
194,74,13,13,11,25,12
195,376,81,78,59,86,72
196,393,67,84,85,82,75
197,362,78,71,50,88,75
198,346,86,48,74,80,58
199,329,62,54,74,83,56
200,359,82,61,75,82,59
201,391,76,75,81,81,78
202,388,63,88,83,77,77
203,356,80,71,55,85,65
204,367,73,75,59,85,75
205,374,84,73,73,81,63
206,417,87,81,84,80,85
207,331,70,54,78,77,52
208,354,74,60,68,80,72
209,393,78,85,67,81,82
210,380,75,78,65,85,77
211,392,68,87,77,75,85
212,99,14,13,13,46,13
213,391,85,73,70,87,76
214,400,68,86,80,78,88
215,334,79,52,75,79,49
216,88,11,16,14,28,19
217,279,40,38,83,74,44
218,55,10,8,11,18,8
219,366,72,79,67,81,67
220,363,78,76,57,83,69
221,360,73,74,67,84,62
222,356,78,77,57,74,70
223,360,78,69,69,84,60
224,365,78,66,53,86,82
225,101,15,19,24,24,19
226,388,82,77,78,80,71
227,375,81,77,57,81,79
228,338,78,53,82,79,46
229,263,60,29,77,75,22
230,395,76,86,69,79,85
231,100,18,13,17,36,16
232,87,12,15,12,32,16
233,379,74,82,67,77,79
234,392,75,80,77,84,76
235,359,82,59,81,77,60
236,81,14,16,10,28,13
237,376,81,81,66,79,69
238,354,76,81,53,76,68
239,383,71,76,81,84,71
240,338,68,55,84,78,53
241,123,25,11,18,51,18
242,402,79,85,77,80,81
243,391,82,79,72,83,75
244,78,15,14,19,17,13
245,82,11,14,11,32,14
246,310,51,48,86,78,47
247,351,78,74,48,78,73
248,318,67,42,81,80,48
249,400,73,83,86,78,80
250,95,18,14,11,37,15
251,329,58,57,76,83,55
252,409,90,84,62,83,90
253,395,77,80,80,81,77
254,86,11,11,12,33,19
255,88,11,15,14,36,12
256,82,14,11,16,30,11
257,344,76,56,72,82,58
258,117,20,19,14,48,16
259,368,80,62,76,84,66
260,353,79,82,46,83,63
261,371,75,75,58,84,79
262,372,90,60,80,78,64
263,399,78,81,79,82,79
264,316,69,34,84,77,52
265,91,15,10,12,44,10
266,403,83,80,80,79,81
267,323,76,77,31,80,59
268,105,24,14,13,39,15
269,343,72,58,78,78,57
270,383,85,78,59,84,77
271,366,81,68,51,88,78
272,386,84,77,59,85,81
273,247,38,27,77,74,31
274,95,13,15,13,37,17
275,348,81,64,68,76,59
276,381,73,82,69,77,80
277,315,74,71,28,79,63
278,376,77,77,70,80,72
279,248,34,29,82,73,30
280,340,80,67,57,81,55
281,355,69,68,79,80,59
282,330,83,67,44,77,59
283,356,68,76,59,85,68
284,340,73,67,64,77,59
285,339,76,72,45,74,72
286,387,73,82,81,77,74
287,378,68,85,82,71,72
288,351,67,72,64,85,63
289,327,82,51,69,78,47
290,379,56,85,83,73,82
291,323,61,53,70,82,57
292,351,81,59,66,81,64
293,309,40,56,83,67,63
294,311,78,47,68,76,42
295,341,72,72,50,77,70
296,130,30,20,20,40,20
297,350,77,43,82,78,70
298,283,62,31,78,79,33
299,362,78,76,60,77,71
300,336,71,61,59,80,65
301,372,42,86,88,76,80
302,341,74,76,45,75,71
303,334,62,74,42,85,71
304,258,36,40,80,74,28
305,342,81,72,35,84,70
306,350,80,76,40,79,75
307,378,79,73,64,84,78
308,376,76,79,73,74,74
309,331,81,56,60,80,54
310,375,77,78,65,82,73
311,375,74,77,68,81,75
312,78,12,14,13,26,13
313,369,83,75,54,81,76
314,81,15,12,13,27,14
315,360,50,85,81,72,72
316,316,78,49,69,76,44
317,372,70,69,77,84,72
318,346,74,69,53,80,70
319,345,68,60,75,78,64
320,359,53,85,77,69,75
321,329,75,44,78,78,54
322,97,15,14,13,37,18
323,369,42,84,86,74,83
324,78,15,12,12,26,13
325,290,68,32,81,75,34
326,370,58,88,80,66,78
327,126,17,19,15,55,20
328,309,87,39,65,80,38
329,251,35,34,84,71,27
330,379,69,86,69,78,77
331,315,77,51,69,75,43
332,381,76,70,72,76,87
333,361,84,71,50,84,72
334,383,81,70,75,80,77
335,345,79,70,44,79,73
336,340,80,62,74,78,46
337,335,80,60,59,81,55
338,397,78,84,71,81,83
339,379,53,85,78,78,85
340,366,83,78,48,82,75
341,108,17,10,12,50,19
342,106,20,12,13,42,19
343,368,83,77,61,83,64
344,363,73,76,65,84,65
345,252,17,42,82,72,39
346,320,72,62,34,84,68
347,350,79,70,45,80,76
348,364,67,72,83,76,66
349,365,83,64,67,81,70
350,396,83,71,83,83,76
351,375,82,76,47,85,85
352,370,74,75,73,76,72
353,362,73,74,56,77,82
354,355,75,79,53,80,68
355,385,79,80,63,83,80
356,377,72,68,76,83,78
357,321,58,43,85,77,58
358,297,43,39,78,78,59
359,284,49,43,83,75,34
360,91,11,11,16,37,16
361,387,78,74,74,84,77
362,80,11,11,12,33,13
363,75,14,13,11,20,17
364,80,10,10,10,31,19
365,357,80,74,41,83,79
366,338,65,72,61,81,59
367,390,72,85,79,75,79
368,270,46,46,82,73,23
369,367,75,69,54,90,79
370,361,48,83,86,69,75
371,369,75,74,64,80,76
372,279,40,38,83,74,44
373,322,77,51,69,78,47
374,368,56,82,83,68,79
375,335,73,72,44,79,67
376,328,75,58,59,78,58
377,306,40,56,80,67,63
378,55,10,8,11,18,8
379,345,77,75,45,80,68
380,94,13,12,13,46,10
381,356,71,74,65,80,66
382,301,72,48,77,70,34
383,378,59,84,87,73,75
384,331,71,68,50,72,70
385,337,67,75,45,78,72
386,327,69,59,56,84,59
387,73,14,9,13,32,5
388,356,77,78,59,81,61
389,293,59,49,62,80,43
390,361,80,65,72,78,66
391,385,67,85,77,73,83
392,355,81,74,59,82,59
393,284,46,39,75,76,48
394,94,16,14,18,29,17
395,252,39,31,82,66,34
396,335,73,72,44,79,67
397,85,18,11,12,28,16
398,320,81,48,69,73,49
399,351,73,74,57,73,74
400,306,71,42,75,77,41
401,375,74,82,75,74,70
402,292,48,41,75,73,55
403,355,82,59,70,83,61
404,87,12,13,13,34,15
405,345,76,69,51,75,74
406,286,74,30,74,73,35
407,364,73,77,75,81,58
408,344,68,77,52,72,75
409,326,76,63,40,82,65
410,330,62,71,40,83,74
411,340,78,59,64,76,63
412,327,74,68,41,82,62
413,324,72,59,78,74,41
414,353,73,75,58,73,74
415,298,62,42,77,79,38
416,345,86,59,59,79,62
417,356,71,61,79,83,62
418,368,67,75,82,82,62
419,325,70,67,53,76,59
420,99,20,18,15,31,15
421,103,18,11,19,37,18
422,333,66,63,63,81,60
423,348,76,64,55,84,69
424,360,81,68,54,83,74
425,333,72,74,46,82,59
426,259,40,33,82,69,35
427,367,81,71,72,77,66
428,376,75,79,62,82,78
429,343,79,68,56,77,63
430,356,77,68,52,84,75
431,344,80,72,56,78,58
432,364,42,88,84,68,82
433,350,82,77,42,79,70
434,322,68,52,71,81,50
435,340,78,73,36,81,72
436,394,78,85,73,79,79
437,329,78,58,66,79,48
438,273,51,42,71,72,37
439,290,49,47,80,67,47
440,327,81,44,73,76,53
441,353,81,64,71,78,59
442,305,75,52,60,77,41
443,323,86,28,75,77,57
444,279,62,29,81,80,27
445,262,50,32,80,77,23
446,295,59,40,82,74,40
447,345,81,63,69,75,57
448,340,76,75,40,77,72
449,377,79,74,64,81,79
450,336,53,65,84,70,64
451,61,13,11,10,17,10
452,296,70,32,78,78,38
453,313,81,48,60,75,49
454,363,77,73,65,84,64
455,318,71,50,62,85,50
456,103,23,11,14,40,15
457,384,74,84,73,75,78
458,312,57,55,78,79,43
459,351,81,57,75,77,61
460,363,63,72,75,79,74
461,347,68,64,65,85,65
462,376,64,85,79,74,74
463,372,54,82,84,78,74
464,346,80,58,74,80,54
465,372,78,73,64,80,77
466,361,78,68,65,76,74
467,335,79,56,71,78,51
468,386,73,77,78,81,77
469,358,70,59,74,82,73
470,346,72,61,79,78,56
471,330,68,72,51,81,58
472,354,82,70,48,80,74
473,401,66,80,93,78,84
474,118,35,11,20,39,13
475,357,78,75,55,79,70
476,376,75,79,71,78,73
477,331,69,64,63,82,53
478,384,82,70,70,84,78
479,306,60,33,77,72,64
480,385,74,80,64,82,85
481,312,63,48,72,75,54
482,355,75,76,59,80,65
483,380,77,76,68,76,83
484,336,73,76,34,78,75
485,343,68,55,80,77,63
486,375,65,82,83,65,80
487,301,50,55,81,78,37
488,333,72,57,85,71,48
489,95,12,11,23,34,15
490,338,76,55,72,77,58
491,360,77,64,77,78,64
492,98,11,14,12,44,17
493,374,79,75,69,80,71
494,391,80,83,90,83,55
495,379,78,76,67,81,77
496,278,52,28,78,74,46
497,304,48,43,79,83,51
498,381,55,83,84,79,80
499,357,65,64,70,85,73
500,383,66,84,69,79,85
501,388,64,84,84,75,81
502,83,19,13,18,23,10
503,367,80,70,62,80,75
504,374,86,62,66,84,76
505,379,84,81,63,83,68
506,367,76,80,48,80,83
507,43,8,9,7,11,8
508,321,61,53,70,80,57
509,316,79,48,69,71,49
510,314,78,45,60,76,55
511,342,45,83,70,68,76
512,349,77,75,43,78,76
513,352,72,78,62,73,67
514,340,36,84,69,78,73
515,69,13,9,13,26,8
516,262,45,32,78,75,32
517,349,80,66,74,74,55
518,355,75,73,64,75,68
519,337,65,70,73,80,49
520,251,46,26,79,75,25
521,291,79,20,75,79,38
522,329,69,74,47,82,57
523,365,77,78,52,77,81
524,355,70,66,77,80,62
525,278,60,39,72,79,28
526,336,65,65,60,83,63
527,328,77,74,41,78,58
528,54,10,5,10,20,9
529,314,73,70,39,73,59
530,251,39,31,69,79,33
531,354,78,73,56,81,66
532,324,81,45,73,77,48
533,326,65,67,65,82,47
534,366,61,82,70,72,81
535,323,76,64,83,72,28
536,367,64,83,78,67,75
537,379,79,73,75,82,70
538,349,42,81,76,74,76
539,43,8,9,7,11,8
540,348,52,68,83,78,67
541,328,75,58,59,78,58
542,320,78,47,71,75,49
543,314,78,45,60,76,55
544,264,48,39,81,75,21
545,358,76,76,53,76,77
546,367,59,82,78,69,79
547,362,50,81,74,79,78
548,365,59,82,74,71,79
549,367,74,67,71,86,69
550,308,65,34,79,82,48
551,363,65,80,78,65,75
552,336,77,52,62,85,60
553,355,75,77,50,81,72
554,336,80,69,38,79,70
555,272,51,33,79,67,42
556,251,28,32,81,78,32
557,333,70,75,47,82,59
558,335,76,72,48,76,63
559,339,80,58,81,77,43
560,352,50,79,80,72,71
561,360,63,84,75,65,73
562,315,61,65,58,81,50
563,304,65,55,50,84,50
564,308,59,41,65,86,57
565,374,65,79,87,70,73
566,389,73,79,77,80,80
567,283,58,42,75,73,35
568,280,77,25,77,78,23
569,378,74,80,70,72,82
570,277,55,37,71,78,36
571,313,64,64,62,81,42
572,306,79,48,71,76,32
573,346,82,53,60,78,73
574,379,66,82,85,68,78
575,375,77,78,64,77,79
576,306,55,69,46,84,52
577,231,35,19,81,64,32
578,378,70,79,75,77,77
579,355,79,69,65,77,65
580,359,55,81,78,72,73
581,250,59,30,59,80,22
582,348,72,71,57,81,67
583,316,79,62,67,75,33
584,309,79,66,40,72,52
585,377,66,84,78,72,77
586,268,49,36,79,79,25
587,363,76,77,51,77,82
588,231,35,20,79,73,24
589,94,18,15,14,30,17
590,336,89,66,59,77,45
591,350,65,64,69,83,69
592,101,17,14,19,31,20
593,347,80,69,49,77,72
594,351,78,78,56,80,59
595,374,77,75,69,81,72
596,317,78,51,60,77,51
597,301,77,49,67,69,39
598,334,79,75,43,79,58
599,92,13,20,14,25,20
600,316,63,48,76,77,52
601,295,50,53,56,82,54
602,360,50,83,80,73,74
603,346,82,71,44,84,65
604,356,68,67,74,80,67
605,359,81,65,53,83,77
606,81,15,12,14,27,13
607,319,77,72,30,76,64
608,347,76,58,60,82,71
609,369,69,77,58,81,84
610,326,63,53,74,80,56
611,330,70,55,75,80,50
612,352,89,70,57,85,51
613,261,39,38,84,69,31
614,293,78,27,60,75,53
615,328,82,61,66,75,44
616,344,73,72,49,82,68
617,368,78,73,70,73,74
618,255,51,22,78,73,31
619,70,9,12,12,26,11
620,314,63,63,62,81,45
621,327,65,51,74,81,56
622,281,57,37,89,72,26
623,367,77,69,64,85,72
624,352,65,69,75,81,62
625,334,83,54,68,77,52
626,361,72,73,55,85,76
627,326,73,41,82,81,49
628,92,20,15,16,28,13
629,368,75,77,65,76,75
630,103,16,16,14,38,19
631,361,83,77,47,79,75
632,381,74,85,68,75,79
633,360,78,61,69,79,73
634,367,69,82,66,78,72
635,358,62,81,65,75,75
636,327,78,70,39,80,60
637,350,81,72,42,85,70
638,378,71,80,76,74,77
639,356,74,58,73,82,69
640,325,81,57,70,79,38
641,370,67,80,72,75,76
642,365,78,78,69,79,61
643,315,52,54,82,70,57
644,350,71,70,63,82,64
645,377,75,77,65,77,83
646,325,82,46,77,78,42
647,302,52,54,82,65,49
648,265,59,36,79,62,29
649,356,59,67,82,82,66
650,355,50,82,75,68,80
651,351,63,77,54,79,78
652,322,59,50,78,80,55
653,380,61,81,87,77,74
654,316,62,56,61,81,56
655,88,14,12,8,41,13
656,390,68,85,85,77,75
657,348,78,67,60,75,68
658,376,84,73,60,83,76
659,343,79,67,57,80,60
660,369,70,70,75,78,76
661,340,72,54,68,82,64
662,373,81,73,68,78,73
663,301,59,54,77,78,33
664,299,68,44,81,68,38
665,348,77,61,69,77,64
666,392,64,82,90,75,81
667,360,81,56,74,80,69
668,370,72,78,66,78,76
669,360,79,70,56,84,71
670,366,56,85,73,72,80
671,360,80,74,48,82,76
672,340,72,55,63,84,66
673,100,20,10,15,43,12
674,373,69,80,67,79,78
675,84,11,10,15,36,12
676,363,92,74,36,85,76
677,287,47,47,80,63,50
678,378,78,74,70,81,75
679,333,77,57,64,75,60
680,291,83,37,43,78,50
681,279,52,37,79,76,35
682,97,15,18,14,36,14
683,87,11,14,15,35,12
684,306,68,42,66,79,51
685,93,15,12,19,31,16
686,68,11,14,13,19,11
687,352,89,64,41,78,80
688,316,64,70,45,73,64
689,339,66,60,64,83,66
690,283,39,54,77,80,33
691,321,75,57,68,77,44
692,352,76,69,60,76,71
693,344,42,79,73,74,76
694,294,55,51,76,68,44
695,345,69,73,66,71,66
696,340,80,54,70,75,61
697,77,13,7,11,40,6
698,75,10,5,8,44,8
699,341,81,68,59,76,57
700,352,41,83,73,74,81
701,361,75,75,68,75,68
702,268,50,28,79,77,34
703,331,67,75,50,71,68
704,219,29,16,78,75,21
705,356,76,62,73,81,64
706,370,75,82,64,74,75
707,325,70,52,73,78,52
708,247,38,29,77,75,28
709,354,69,76,64,79,66
710,333,77,71,42,80,63
711,328,70,66,42,79,71
712,353,83,71,58,72,69
713,336,72,70,50,76,68
714,345,48,84,80,63,70
715,332,68,75,44,69,76
716,269,54,30,80,78,27
717,375,64,79,80,78,74
718,250,38,31,80,73,28
719,95,13,6,13,54,9
720,358,66,82,67,69,74
721,358,50,82,81,69,76
722,295,69,41,71,75,39
723,337,72,70,43,77,75
724,349,72,66,64,79,68
725,349,82,74,49,79,65
726,372,59,86,91,66,70
727,357,50,83,81,69,74
728,332,63,70,46,85,68
729,317,75,69,34,78,61
730,328,86,73,20,85,64
731,352,76,69,60,76,71
732,261,65,21,78,71,26
733,294,55,51,76,68,44
734,315,76,50,60,73,56
735,355,76,54,77,77,71
736,284,68,43,62,66,45
737,341,62,72,70,82,55
738,348,78,72,60,80,58
739,300,75,48,45,83,49
740,289,44,38,76,77,54
741,282,53,36,74,77,42
742,325,68,58,61,85,53
743,298,66,59,42,74,57
744,288,77,52,59,73,27
745,352,70,74,65,75,68
746,302,69,38,78,78,39
747,100,15,17,19,29,20
748,340,66,73,61,72,68
749,372,74,82,74,69,73
750,91,12,13,21,28,17
751,361,68,82,71,70,70
752,311,75,49,60,75,52
753,354,51,84,80,64,75
754,313,73,65,48,72,55
755,357,73,73,65,75,71
756,333,80,69,44,77,63
757,352,63,78,71,76,64
758,337,72,54,68,79,64
759,281,65,30,79,77,30
760,358,68,76,71,72,71
761,369,69,82,73,72,73
762,107,30,11,16,32,18
763,294,43,51,85,74,41
764,264,34,36,80,63,51
765,356,80,64,76,78,58
766,337,75,60,71,75,56
767,285,68,35,82,70,30
768,310,80,49,65,70,46
769,304,68,64,45,84,43
770,290,74,34,67,75,40
771,352,81,59,69,74,69
772,301,58,48,66,80,49
773,311,69,40,71,78,53
774,294,44,45,82,73,50
775,361,80,71,63,79,68
776,342,68,77,67,80,50
777,324,62,66,58,84,54
778,339,73,60,70,81,55
779,322,78,76,38,74,56
780,371,75,66,79,80,71
781,283,71,35,76,71,30
782,337,78,65,56,78,60
783,308,75,43,63,64,63
784,337,64,54,73,78,68
785,352,86,70,47,76,73
786,356,54,81,69,74,78
787,302,74,47,66,75,40
788,375,76,75,70,77,77
789,337,79,76,51,74,57
790,359,50,81,74,75,79
791,349,55,79,72,67,76
792,344,65,63,80,75,61
793,346,39,81,79,68,79
794,298,82,48,60,69,39
795,336,72,71,41,81,71
796,304,74,46,71,72,41
797,309,54,52,77,79,47
798,365,70,68,76,81,70
799,351,68,72,66,77,68
800,338,74,57,74,78,55
801,377,68,76,85,73,75
802,301,60,50,81,70,40
803,95,20,11,16,32,16
804,368,74,73,69,75,77
805,362,75,75,62,76,74
806,355,72,68,74,78,63
807,294,78,33,68,74,41
808,373,67,74,76,79,77
809,305,57,40,79,80,49
810,322,78,66,41,82,55
811,339,72,65,59,75,68
812,348,76,66,75,71,60
813,342,75,71,49,79,68
814,329,74,69,41,76,69
815,273,32,43,76,72,50
816,360,65,81,75,62,77
817,331,77,53,70,74,57
818,359,67,79,69,72,72
819,302,60,46,61,77,58
820,98,14,18,14,38,14
821,345,82,60,66,78,59
822,122,22,16,26,45,13
823,320,75,51,71,69,54
824,325,64,52,83,75,51
825,281,70,26,57,80,48
826,325,72,65,41,79,68
827,90,13,15,15,36,11
828,277,30,49,81,65,52
829,327,80,60,69,76,42
830,371,75,75,71,77,73
831,340,75,69,47,74,75
832,394,74,80,78,83,79
833,244,32,37,76,75,24
834,304,59,44,75,69,57
835,285,65,41,79,64,36
836,346,67,69,65,83,62
837,343,79,66,65,77,56
838,308,74,70,33,76,55
839,332,73,58,58,83,60
840,331,75,55,63,77,61
841,370,65,82,77,70,76
842,282,53,48,44,82,55
843,309,52,49,83,76,49
844,355,78,76,54,77,70
845,375,80,69,64,84,78
846,361,61,81,78,70,71
847,270,78,28,65,71,28
848,265,43,49,74,70,29
849,375,61,84,76,69,85
850,364,79,72,67,77,69
851,274,40,48,82,64,40
852,346,82,58,64,76,66
853,72,14,13,14,16,15
854,270,78,43,56,69,24
855,318,53,58,81,75,51
856,352,46,79,86,67,74
857,367,68,79,74,75,71
858,327,76,59,62,73,57
859,289,70,40,83,67,29
860,375,75,75,84,75,66
861,112,12,27,18,29,26
862,328,78,59,59,75,57
863,332,81,55,60,80,56
864,369,38,84,92,73,82
865,337,74,70,52,80,61
866,359,80,66,70,78,65
867,364,75,69,69,76,75
868,383,75,76,80,77,75
869,321,73,58,51,81,58
870,276,55,40,76,69,36
871,373,78,76,71,76,72
872,319,77,56,77,74,35
873,89,13,11,13,39,13
874,329,58,57,75,72,67
875,357,69,69,72,78,69
876,362,54,81,78,75,74
877,355,69,77,54,78,77
878,364,59,76,75,79,75
879,385,72,76,74,80,83
880,351,82,57,65,79,68
881,361,79,73,55,79,75
882,343,79,56,69,77,62
883,353,76,67,70,76,64
884,343,74,64,55,81,69
885,258,36,40,80,68,34
886,353,75,72,63,73,70
887,314,77,50,68,76,43
888,263,39,35,83,63,43
889,314,67,55,70,71,51
890,89,17,12,16,32,12
891,353,77,63,74,77,62
892,377,49,84,83,80,81
893,90,17,13,12,35,13
894,351,80,61,50,83,77
895,373,71,83,67,76,76
896,376,66,81,79,76,74
897,90,10,17,13,35,15
898,365,68,82,74,66,75
899,78,11,11,12,31,13
900,306,72,47,60,73,54
901,229,32,28,79,69,21
902,307,72,61,55,72,47
903,103,35,15,13,23,17
904,351,76,68,62,76,69
905,332,78,55,63,75,61
906,356,60,78,80,68,70
907,343,69,67,68,79,60
908,102,15,19,17,37,14
909,239,26,35,77,73,28
910,96,12,11,11,46,16
911,328,69,62,66,76,55
912,358,70,69,74,77,68
913,340,78,68,42,78,74
914,372,66,80,79,72,75
915,86,12,20,12,22,20
916,337,66,64,68,79,60
917,345,82,72,39,77,75
918,304,68,45,59,80,52
919,338,79,69,44,80,66
920,109,18,13,39,24,15
921,359,78,66,72,75,68
922,309,71,56,62,75,45
923,345,80,60,56,80,69
924,252,45,26,78,63,40
925,322,73,48,73,71,57
926,391,73,80,75,80,83
927,270,43,50,65,77,35
928,89,12,14,13,32,18
929,356,74,74,57,80,71
930,320,79,60,66,75,40
931,358,75,72,60,78,73
932,349,76,66,71,75,61
933,341,74,75,46,76,70
934,90,13,15,14,29,19
935,348,68,66,65,80,69
936,341,83,73,44,76,65
937,349,47,64,82,81,75
938,339,70,67,60,77,65
939,253,51,25,79,68,30
940,358,60,78,75,68,77
941,361,64,82,78,65,72
942,305,72,51,66,77,39
943,258,64,23,77,67,27
944,257,46,30,77,72,32
945,389,68,77,84,77,83
946,320,65,68,57,80,50
947,338,52,68,75,76,67
948,323,68,69,40,79,67
949,344,74,73,45,75,77
950,284,45,50,72,77,40
951,351,76,72,53,81,69
952,359,48,83,82,69,77
953,310,50,54,57,82,67
954,350,80,78,52,77,63
955,363,71,75,69,77,71
956,293,51,50,75,75,42
957,85,17,14,11,28,15
958,353,79,58,69,80,67
959,231,30,26,77,70,28
960,382,72,77,74,80,79
961,95,13,16,19,29,18
962,340,69,75,57,70,69
963,125,24,17,24,45,15
964,388,70,78,81,79,80
965,365,59,76,82,73,75
966,334,71,70,61,67,65
967,332,66,75,50,71,70
968,250,53,22,71,72,32
969,340,73,62,59,80,66
970,301,65,53,66,70,47
971,345,78,66,57,77,67
972,100,18,19,14,29,20
973,76,14,11,15,25,11
974,363,61,79,73,74,76
975,368,77,78,73,75,65
976,347,72,57,68,82,68
977,354,78,65,62,75,74
978,358,69,78,61,75,75
979,298,72,49,71,68,38
980,290,76,28,75,77,34
981,263,49,25,80,73,36
982,309,71,56,62,75,45
983,356,65,77,68,73,73
984,329,69,66,61,73,60
985,241,36,30,74,70,31
986,341,72,73,60,72,64
987,323,65,64,64,75,55
988,368,77,72,67,79,73
989,366,74,70,67,83,72
990,330,79,50,62,73,66
991,257,42,40,79,76,20
992,363,82,61,67,83,70
993,368,60,82,78,74,74
994,360,74,67,64,82,73
995,259,46,34,84,67,28
