player_id,mentality,aggression,interceptions,positioning,vision,penalties
168,365,78,63,79,81,64
169,339,61,42,85,76,75
170,366,77,74,72,84,59
171,335,47,52,82,79,75
172,336,82,84,51,58,61
173,403,79,78,68,87,91
174,352,82,55,80,82,53
175,362,75,79,78,77,53
176,372,77,64,83,83,65
177,365,57,63,81,83,81
178,346,72,50,80,70,74
179,390,90,88,79,80,53
180,320,77,86,20,65,72
181,356,68,79,69,83,57
182,141,43,25,9,48,16
183,346,56,37,83,87,83
184,398,81,85,75,81,76
185,328,72,32,76,76,72
186,332,84,86,48,72,42
187,126,15,24,15,48,24
188,354,74,42,84,78,76
189,126,33,16,15,42,20
190,245,86,86,25,22,26
191,131,31,18,9,53,20
192,335,66,45,80,83,61
193,342,59,49,81,83,70
194,127,30,22,12,46,17
195,337,56,49,82,80,70
196,399,81,80,84,83,71
197,391,70,77,78,86,80
198,368,70,79,73,80,66
199,357,85,85,59,74,54
200,354,85,82,62,66,59
201,421,93,84,82,81,81
202,339,58,50,89,75,67
203,400,83,79,75,85,78
204,401,88,86,84,80,63
205,378,80,80,81,78,59
206,362,65,59,83,79,76
207,357,84,85,56,66,66
208,371,86,83,72,74,56
209,331,57,37,84,81,72
210,374,67,72,74,83,78
211,305,50,20,90,75,70
212,137,37,23,11,55,11
213,374,71,72,74,87,70
214,368,84,20,91,84,89
215,336,73,79,74,68,42
216,92,22,13,14,25,18
217,308,88,84,38,42,56
218,169,34,23,27,71,14
219,378,68,77,82,84,67
220,377,78,70,79,85,65
221,391,83,82,82,80,64
222,316,43,28,80,80,85
223,371,85,84,71,77,54
224,386,82,77,65,86,76
225,122,24,18,12,45,23
226,368,80,77,84,77,50
227,313,45,45,80,81,62
228,336,86,83,62,63,42
229,305,88,85,49,42,41
230,341,73,21,85,72,90
231,120,17,24,14,50,15
232,141,26,21,12,58,24
233,344,78,48,83,80,55
234,359,67,52,86,79,75
235,355,77,78,63,64,73
236,145,29,26,14,53,23
237,348,72,38,82,82,74
238,311,64,18,79,69,81
239,389,88,84,78,79,60
240,347,72,84,55,69,67
241,135,18,21,15,57,24
242,396,82,72,84,79,79
243,339,56,42,83,80,78
244,148,29,23,15,68,13
245,135,36,21,13,43,22
246,343,84,83,61,71,44
247,323,72,38,78,78,57
248,341,87,87,51,65,51
249,329,69,24,85,76,75
250,157,45,15,18,65,14
251,363,82,81,71,72,57
252,359,60,55,80,83,81
253,340,68,31,83,81,77
254,121,25,19,12,44,21
255,130,40,15,11,42,22
256,126,32,21,10,41,22
257,355,77,76,76,73,53
258,142,26,23,17,51,25
259,355,70,87,66,78,54
260,386,63,77,85,87,74
261,383,74,69,84,81,75
262,403,86,82,78,77,80
263,354,77,38,79,81,79
264,325,82,77,47,73,46
265,154,32,23,13,62,24
266,371,65,69,85,76,76
267,341,45,55,79,83,79
268,115,20,22,12,46,15
269,359,78,85,69,75,52
270,342,57,37,81,85,82
271,305,44,24,80,90,67
272,391,67,79,79,84,82
273,298,81,86,30,64,37
274,150,38,28,12,50,22
275,357,78,76,76,73,54
276,337,69,38,84,78,68
277,295,54,48,74,77,42
278,308,45,34,77,86,66
279,298,92,82,39,40,45
280,353,76,73,79,78,47
281,368,73,83,71,71,70
282,317,56,55,74,77,55
283,369,67,69,78,84,71
284,356,77,76,75,68,60
285,358,74,55,81,75,73
286,361,82,46,82,74,77
287,315,62,11,85,70,87
288,319,54,53,82,75,55
289,354,69,77,72,75,61
290,315,65,32,83,58,77
291,369,75,82,58,77,77
292,341,69,74,69,64,65
293,338,86,82,58,50,62
294,348,72,78,74,72,52
295,294,45,33,77,78,61
296,100,20,17,9,45,9
297,332,73,84,58,66,51
298,320,88,83,39,60,50
299,340,67,50,77,77,69
300,359,86,83,68,74,48
301,344,83,34,85,65,77
302,301,43,36,83,75,64
303,366,78,76,74,80,58
304,295,87,81,34,49,44
305,347,62,44,79,88,74
306,324,63,38,76,77,70
307,375,67,73,80,83,72
308,318,75,21,85,73,64
309,373,86,77,78,78,54
310,388,77,70,83,85,73
311,298,48,36,79,78,57
312,138,28,21,18,46,25
313,355,63,66,77,81,68
314,133,32,23,14,46,18
315,326,75,22,84,69,76
316,342,82,79,67,68,46
317,379,76,80,76,80,67
318,380,81,82,70,81,66
319,389,85,84,67,73,80
320,308,66,20,85,58,79
321,353,82,78,74,75,44
322,140,24,25,19,53,19
323,361,76,36,83,75,91
324,140,33,19,15,42,31
325,305,89,80,39,57,40
326,327,67,36,85,60,79
327,197,42,24,18,68,45
328,352,75,78,73,76,50
329,273,82,84,29,41,37
330,335,58,38,83,81,75
331,347,80,77,70,64,56
332,390,79,78,82,76,75
333,287,38,20,75,82,72
334,363,73,76,78,71,65
335,341,67,69,75,77,53
336,345,76,76,77,68,48
337,346,63,79,82,71,51
338,360,80,45,82,81,72
339,307,57,26,86,67,71
340,344,63,37,78,84,82
341,142,25,25,11,60,21
342,122,21,16,11,62,12
343,337,46,58,80,84,69
344,364,62,66,79,83,74
345,346,84,81,49,60,72
346,359,66,75,72,82,64
347,336,61,55,75,80,65
348,378,84,86,75,73,60
349,365,78,68,78,76,65
350,357,75,74,77,67,64
351,366,59,66,78,84,79
352,362,69,60,83,74,76
353,329,56,49,73,79,72
354,343,58,51,72,82,80
355,358,62,34,85,85,92
356,388,82,82,78,78,68
357,350,86,84,54,74,52
358,317,83,85,50,65,34
359,290,83,84,30,48,45
360,153,34,21,14,43,41
361,368,60,72,82,84,70
362,142,31,25,12,49,25
363,148,43,16,15,52,22
364,103,11,15,10,46,21
365,324,51,33,78,84,78
366,393,84,82,82,78,67
367,368,80,51,81,76,80
368,312,91,76,40,48,57
369,370,58,70,78,93,71
370,302,72,33,82,53,62
371,339,62,40,77,83,77
372,304,86,82,38,42,56
373,354,69,77,72,75,61
374,313,65,32,81,58,77
375,308,41,31,82,80,74
376,348,81,79,54,73,61
377,338,86,82,58,50,62
378,169,34,23,27,71,14
379,324,57,39,75,80,73
380,133,26,21,11,60,15
381,318,68,26,77,81,66
382,348,83,82,64,59,60
383,324,74,21,87,70,72
384,297,58,26,75,73,65
385,320,58,35,77,81,69
386,363,75,72,69,87,60
387,89,21,11,8,33,16
388,334,66,48,79,81,60
389,340,83,79,60,68,50
390,331,75,69,76,70,41
391,303,62,23,82,70,66
392,353,62,69,78,79,65
393,317,89,79,42,55,52
394,122,27,26,14,31,24
395,271,76,81,28,43,43
396,308,41,31,82,80,74
397,169,36,22,13,77,21
398,298,62,77,57,61,41
399,305,58,21,79,76,71
400,336,81,81,64,65,45
401,324,53,45,80,76,70
402,299,80,85,39,34,61
403,363,73,77,75,79,59
404,124,34,20,11,35,24
405,326,60,50,75,75,66
406,323,72,83,59,64,45
407,375,75,83,78,81,58
408,358,85,54,82,74,63
409,388,82,79,75,79,73
410,348,52,81,73,77,65
411,333,88,74,66,60,45
412,365,76,76,76,82,55
413,311,72,81,70,62,26
414,332,64,45,78,72,73
415,339,81,81,51,72,54
416,366,78,79,75,79,55
417,362,72,77,76,81,56
418,386,81,76,79,80,70
419,258,36,17,74,73,58
420,137,27,18,19,48,25
421,158,45,21,17,55,20
422,358,85,78,69,75,51
423,353,60,72,73,82,66
424,347,52,66,78,79,72
425,370,69,71,78,82,70
426,272,72,86,28,50,36
427,342,63,72,78,65,64
428,346,85,26,79,80,76
429,355,75,52,76,80,72
430,342,56,75,77,83,51
431,347,72,61,80,78,56
432,337,83,31,85,61,77
433,291,41,36,78,76,60
434,358,78,77,63,80,60
435,309,48,44,76,83,58
436,337,70,39,83,80,65
437,348,76,79,64,75,54
438,308,86,85,48,50,39
439,331,84,79,49,60,59
440,339,75,79,65,68,52
441,360,89,79,63,62,67
442,345,72,78,67,66,62
443,346,78,70,72,72,54
444,318,78,80,49,67,44
445,317,77,78,45,61,56
446,327,85,82,43,65,52
447,347,75,77,71,73,51
448,315,60,25,77,76,77
449,338,48,66,78,81,65
450,354,82,78,68,65,61
451,118,23,24,10,41,20
452,294,80,79,37,53,45
453,354,73,77,72,76,56
454,362,63,72,73,85,69
455,373,91,72,67,80,63
456,162,36,23,10,68,25
457,339,72,39,84,73,71
458,348,77,83,61,75,52
459,368,86,77,70,71,64
460,376,80,77,72,69,78
461,393,89,77,73,79,75
462,339,67,39,84,70,79
463,345,75,35,83,76,76
464,344,81,78,70,72,43
465,364,69,60,81,82,72
466,334,80,78,64,62,50
467,355,75,81,67,66,66
468,330,61,33,83,77,76
469,362,77,81,69,71,64
470,377,85,81,70,75,66
471,367,75,82,77,83,50
472,314,54,32,73,80,75
473,315,54,40,85,69,67
474,145,24,27,13,52,29
475,329,58,49,79,77,66
476,368,83,48,81,78,78
477,379,88,83,76,80,52
478,366,68,72,78,80,68
479,329,79,83,54,63,50
480,385,74,60,84,84,83
481,345,84,81,53,69,58
482,354,72,42,81,80,79
483,357,76,46,82,79,74
484,332,75,26,80,78,73
485,365,85,80,54,71,75
486,362,93,40,80,74,75
487,305,82,82,31,49,61
488,341,86,79,61,57,58
489,139,41,20,11,42,25
490,357,77,81,72,66,61
491,375,83,81,73,73,65
492,137,33,21,11,56,16
493,369,74,78,75,78,64
494,401,84,69,84,83,81
495,375,87,53,79,81,75
496,292,79,82,30,57,44
497,326,82,82,52,61,49
498,349,73,41,87,67,81
499,366,76,78,69,80,63
500,319,44,26,87,77,85
501,326,52,38,80,73,83
502,121,24,17,11,59,10
503,335,79,31,79,76,70
504,404,85,79,72,79,89
505,331,55,35,82,84,75
506,319,44,35,85,77,78
507,127,35,12,5,60,15
508,363,75,76,58,77,77
509,298,62,77,57,61,41
510,334,73,75,69,68,49
511,342,84,41,84,62,71
512,332,51,57,80,78,66
513,303,54,21,83,71,74
514,317,57,41,85,64,70
515,101,25,10,4,42,20
516,280,74,82,37,44,43
517,335,76,78,76,67,38
518,358,78,74,75,72,59
519,360,78,81,73,78,50
520,273,76,77,31,59,30
521,277,74,69,52,42,40
522,342,62,59,78,79,64
523,360,62,66,75,79,78
524,362,85,75,68,75,59
525,335,78,80,43,71,63
526,324,60,63,70,82,49
527,296,47,43,79,78,49
528,93,22,13,6,39,13
529,317,65,27,76,80,69
530,310,80,78,52,70,30
531,362,65,68,75,81,73
532,327,62,74,66,63,62
533,352,84,76,65,76,51
534,312,52,29,80,76,75
535,329,83,72,73,59,42
536,331,76,34,81,65,75
537,376,78,66,70,79,83
538,294,43,20,82,75,74
539,127,35,12,5,60,15
540,367,84,72,67,72,72
541,348,81,79,54,73,61
542,323,62,74,66,66,55
543,334,73,75,69,68,49
544,300,81,77,45,58,39
545,336,67,47,75,74,73
546,370,75,55,84,71,85
547,290,32,21,82,77,78
548,342,87,38,77,68,72
549,366,71,70,75,83,67
550,332,72,77,65,72,46
551,337,89,26,84,67,71
552,353,78,71,64,76,64
553,351,66,74,76,80,55
554,356,76,73,75,80,52
555,313,85,80,47,55,46
556,311,77,78,54,64,38
557,367,80,69,69,80,69
558,330,56,49,76,77,72
559,355,83,79,65,58,70
560,327,66,30,82,71,78
561,326,80,19,85,66,76
562,363,82,80,64,75,62
563,349,77,76,64,81,51
564,330,64,80,57,77,52
565,332,75,34,82,64,77
566,303,58,25,78,76,66
567,296,78,82,36,61,39
568,290,82,77,49,50,32
569,323,84,29,77,70,63
570,338,85,79,59,70,45
571,327,71,75,61,74,46
572,331,75,72,71,66,47
573,330,70,78,70,66,46
574,339,76,39,83,73,68
575,351,58,58,84,75,76
576,372,86,82,73,73,58
577,248,81,81,16,33,37
578,354,74,49,82,76,73
579,382,87,73,81,77,64
580,335,70,35,84,71,75
581,321,84,80,60,65,32
582,306,43,36,78,82,67
583,348,74,72,75,69,58
584,291,70,41,64,69,47
585,310,55,20,84,71,80
586,285,73,82,32,62,36
587,353,67,55,82,78,71
588,278,76,77,27,60,38
589,109,20,18,17,43,11
590,323,72,72,68,70,41
591,360,79,73,72,81,55
592,100,19,18,12,30,21
593,354,65,71,76,75,67
594,312,58,33,74,78,69
595,371,73,73,78,79,68
596,331,69,78,72,57,55
597,319,74,70,72,68,35
598,312,48,50,77,78,59
599,146,19,27,20,50,30
600,324,73,81,51,66,53
601,359,70,85,61,75,68
602,286,39,19,85,69,74
603,328,61,42,74,80,71
604,386,87,80,74,78,67
605,344,57,61,75,80,71
606,122,19,26,12,52,13
607,330,65,45,75,76,69
608,386,89,75,76,82,64
609,361,74,77,75,78,57
610,345,84,82,60,67,52
611,394,88,79,66,71,90
612,371,73,67,67,82,82
613,284,79,80,40,44,41
614,332,73,76,59,64,60
615,384,79,77,77,71,80
616,348,59,55,77,81,76
617,303,53,34,75,73,68
618,288,89,79,45,39,36
619,105,26,13,10,34,22
620,343,80,80,47,75,61
621,335,74,78,50,73,60
622,312,80,79,48,62,43
623,389,76,77,73,79,84
624,367,86,80,77,79,45
625,364,74,76,69,69,76
626,345,50,70,77,81,67
627,331,76,83,67,70,35
628,152,39,17,13,47,36
629,315,61,25,78,77,74
630,135,29,17,18,49,22
631,328,63,45,75,80,65
632,346,67,38,81,78,82
633,359,75,81,72,64,67
634,351,76,42,81,78,74
635,301,50,16,81,76,78
636,379,77,73,79,81,69
637,349,69,49,75,80,76
638,328,79,23,79,72,75
639,371,83,75,65,74,74
640,344,85,80,66,57,56
641,364,68,56,77,78,85
642,317,54,31,79,78,75
643,316,90,80,48,53,45
644,392,81,83,75,79,74
645,320,51,36,82,82,69
646,333,72,78,70,68,45
647,317,83,80,46,56,52
648,306,83,81,40,60,42
649,374,75,76,77,77,69
650,290,50,14,84,65,77
651,340,52,55,80,79,74
652,356,80,79,67,73,57
653,351,80,30,81,77,83
654,369,83,81,63,74,68
655,111,25,14,8,42,22
656,354,79,36,80,69,90
657,330,82,31,77,78,62
658,352,57,59,77,81,78
659,329,51,36,74,80,88
660,365,80,80,82,78,45
661,370,85,77,74,74,60
662,355,71,54,75,78,77
663,318,77,80,53,50,58
664,302,76,75,45,57,49
665,354,80,79,70,70,55
666,360,76,42,82,77,83
667,356,78,81,70,66,61
668,322,60,24,82,78,78
669,332,46,39,84,83,80
670,314,72,26,85,62,69
671,319,52,34,76,77,80
672,367,78,79,65,79,66
673,160,45,29,19,55,12
674,343,66,38,83,75,81
675,137,20,25,16,50,26
676,333,55,43,80,84,71
677,296,88,76,49,45,38
678,334,53,41,81,81,78
679,358,87,77,65,72,57
680,364,84,76,73,68,63
681,313,83,82,41,56,51
682,135,15,23,14,42,41
683,119,22,22,12,48,15
684,351,87,85,51,68,60
685,122,19,23,16,48,16
686,156,32,22,13,65,24
687,332,74,24,78,83,73
688,322,66,39,75,77,65
689,358,74,74,66,79,65
690,321,82,76,27,59,77
691,331,79,72,71,61,48
692,349,73,72,76,64,64
693,294,43,20,82,75,74
694,302,88,77,24,47,66
695,301,53,32,74,75,67
696,342,84,73,67,69,49
697,99,17,11,5,51,15
698,95,12,9,6,55,13
699,315,57,46,73,77,62
700,321,76,21,80,67,77
701,292,55,23,75,71,68
702,294,72,78,42,60,42
703,272,59,21,79,69,44
704,238,74,80,23,30,31
705,375,69,79,67,74,86
706,309,69,20,78,72,70
707,339,81,77,62,64,55
708,284,77,78,37,51,41
709,350,64,69,76,75,66
710,306,57,59,76,77,37
711,281,42,27,76,84,52
712,266,27,29,73,73,64
713,303,62,30,76,73,62
714,305,76,31,79,52,67
715,275,53,17,75,72,58
716,276,82,79,40,30,45
717,295,59,25,80,73,58
718,299,78,78,44,59,40
719,104,20,17,4,47,16
720,308,60,31,77,66,74
721,292,49,22,80,67,74
722,372,87,73,75,69,68
723,345,69,53,76,78,69
724,373,84,70,74,77,68
725,309,58,53,77,75,46
726,273,62,16,74,65,56
727,326,55,45,78,65,83
728,312,45,71,74,77,45
729,295,63,40,73,75,44
730,265,26,21,73,69,76
731,349,73,72,76,64,64
732,287,80,77,37,59,34
733,302,88,77,24,47,66
734,303,60,73,60,60,50
735,351,94,67,57,56,77
736,313,78,69,69,56,41
737,360,85,78,68,76,53
738,352,71,68,78,77,58
739,366,71,74,67,81,73
740,331,78,78,51,68,56
741,296,73,80,36,67,40
742,327,50,75,70,82,50
743,304,67,21,76,77,63
744,329,82,72,67,72,36
745,325,74,32,80,75,64
746,326,77,78,61,69,41
747,106,22,22,20,21,21
748,320,62,32,76,74,76
749,291,48,28,81,65,69
750,109,29,25,15,21,19
751,325,68,35,78,68,76
752,320,77,75,65,65,38
753,295,51,31,86,52,75
754,338,76,62,74,70,56
755,293,27,43,78,73,72
756,325,60,56,74,76,59
757,336,79,41,78,72,66
758,343,70,79,57,77,60
759,301,70,82,53,59,37
760,296,65,23,82,73,53
761,357,87,39,83,75,73
762,130,21,25,16,43,25
763,314,80,77,48,56,53
764,254,76,82,34,32,30
765,341,77,70,77,70,47
766,353,74,79,71,64,65
767,316,79,77,49,55,56
768,316,74,77,57,44,64
769,330,57,74,67,76,56
770,318,79,77,69,52,41
771,342,75,76,68,64,59
772,347,80,74,58,76,59
773,341,85,79,65,72,40
774,288,77,80,35,33,63
775,379,74,73,77,79,76
776,369,75,78,73,75,68
777,342,79,59,79,80,45
778,349,69,73,68,72,67
779,282,39,29,74,75,65
780,360,75,78,76,76,55
781,295,82,79,42,58,34
782,367,68,69,77,75,78
783,297,65,75,59,58,40
784,333,74,78,68,73,40
785,318,52,45,77,74,70
786,331,80,35,79,68,69
787,319,79,78,63,59,40
788,308,67,38,75,73,55
789,327,70,38,75,72,72
790,292,58,22,80,57,75
791,349,92,48,78,62,69
792,361,71,80,63,69,78
793,296,66,18,80,58,74
794,323,84,74,65,56,44
795,332,63,52,73,81,63
796,321,78,74,73,60,36
797,335,84,80,51,73,47
798,358,76,74,76,74,58
799,356,77,77,73,75,54
800,364,93,70,73,74,54
801,342,83,51,81,69,58
802,286,75,79,29,55,48
803,141,27,20,13,55,26
804,322,63,35,76,79,69
805,291,47,18,75,76,75
806,362,69,69,77,82,65
807,323,74,76,64,60,49
808,301,51,28,82,75,65
809,315,88,80,52,47,48
810,389,83,78,72,82,74
811,291,41,42,73,74,61
812,326,71,74,74,65,42
813,335,47,66,78,81,63
814,298,49,44,73,75,57
815,284,79,81,38,44,42
816,296,63,23,81,62,67
817,350,90,74,69,66,51
818,306,52,30,78,71,75
819,345,75,81,70,72,47
820,111,21,13,8,50,19
821,349,68,76,74,72,59
822,168,37,13,12,64,42
823,328,75,74,71,68,40
824,356,89,77,53,63,74
825,350,82,78,62,70,58
826,354,64,77,77,75,61
827,135,33,26,13,47,16
828,307,82,79,40,49,57
829,335,76,75,73,68,43
830,351,67,52,79,77,76
831,290,48,39,76,71,56
832,369,57,63,84,85,80
833,282,80,78,30,58,36
834,287,90,79,22,51,45
835,307,84,79,43,50,51
836,348,74,54,75,80,65
837,339,77,73,66,68,55
838,277,38,30,78,74,57
839,345,74,78,66,76,51
840,347,81,75,69,74,48
841,350,78,49,81,72,70
842,325,72,80,65,68,40
843,339,80,83,61,65,50
844,308,58,29,79,80,62
845,367,72,66,70,80,79
846,343,73,40,82,70,78
847,287,76,78,46,64,23
848,299,89,80,44,46,40
849,334,51,44,81,72,86
850,370,75,66,71,78,80
851,266,82,80,47,22,35
852,366,74,80,64,68,80
853,141,37,23,16,40,25
854,306,64,76,57,57,52
855,320,87,75,49,55,54
856,339,74,40,80,64,81
857,326,67,35,84,73,67
858,324,69,72,71,72,40
859,312,85,79,44,52,52
860,356,85,45,77,74,75
861,103,25,23,8,25,22
862,352,77,76,74,70,55
863,365,81,76,68,76,64
864,360,75,39,87,69,90
865,299,48,27,73,78,73
866,357,78,74,78,72,55
867,359,83,63,75,73,65
868,336,77,29,80,79,71
869,364,74,78,74,75,63
870,330,76,83,50,64,57
871,322,55,51,77,75,64
872,319,75,74,64,64,42
873,136,35,21,13,55,12
874,353,89,79,59,65,61
875,350,76,82,73,65,54
876,340,68,38,83,75,76
877,367,76,53,81,77,80
878,353,80,43,82,75,73
879,368,80,64,78,78,68
880,352,78,76,71,75,52
881,370,66,67,79,75,83
882,370,78,74,68,72,78
883,354,62,73,72,72,75
884,364,72,71,69,82,70
885,303,83,80,42,55,43
886,305,51,39,78,74,63
887,319,77,76,63,51,52
888,260,84,76,33,28,39
889,332,75,85,55,60,57
890,137,31,24,12,46,24
891,357,79,77,71,64,66
892,359,77,41,87,74,80
893,137,40,26,14,41,16
894,367,69,70,73,82,73
895,340,80,39,80,76,65
896,355,61,52,82,75,85
897,123,32,17,10,43,21
898,347,85,33,86,64,79
899,122,22,11,10,68,11
900,323,73,70,69,63,48
901,282,79,76,40,45,42
902,331,77,72,70,66,46
903,127,28,18,12,44,25
904,361,68,68,75,77,73
905,319,65,69,65,71,49
906,289,63,31,75,62,58
907,378,83,76,74,73,72
908,137,30,16,17,50,24
909,286,78,71,30,60,47
910,134,34,14,11,49,26
911,359,85,79,71,73,51
912,379,81,72,78,75,73
913,315,48,36,77,78,76
914,358,88,41,79,70,80
915,121,31,11,14,49,16
916,392,86,80,74,70,82
917,374,82,68,76,76,72
918,340,80,74,69,75,42
919,325,50,63,69,78,65
920,113,22,12,12,48,19
921,347,71,73,73,72,58
922,344,77,76,52,72,67
923,362,69,77,64,78,74
924,267,78,76,35,47,31
925,342,77,78,69,58,60
926,378,81,56,78,82,81
927,347,82,75,69,72,49
928,102,12,20,10,43,17
929,327,69,32,74,79,73
930,320,68,79,77,69,27
931,360,66,70,75,77,72
932,354,75,76,74,75,54
933,305,42,32,78,75,78
934,139,20,18,11,75,15
935,358,76,72,75,74,61
936,358,82,46,77,80,73
937,355,76,78,71,79,51
938,347,56,69,72,74,76
939,275,74,79,33,50,39
940,323,58,34,83,68,80
941,314,59,26,85,70,74
942,329,81,71,55,56,66
943,288,82,78,34,45,49
944,291,77,77,30,55,52
945,354,76,56,76,75,71
946,370,87,79,75,74,55
947,365,82,72,67,72,72
948,343,64,63,74,79,63
949,304,42,32,78,79,73
950,342,78,80,60,74,50
951,306,48,26,78,77,77
952,318,72,22,84,65,75
953,355,72,77,66,78,62
954,375,72,69,78,79,77
955,375,87,60,79,80,69
956,297,81,81,46,46,43
957,134,27,19,11,53,24
958,356,76,75,70,79,56
959,304,84,81,52,49,38
960,317,50,30,79,80,78
961,96,24,11,9,30,22
962,279,53,18,76,67,65
963,136,19,25,17,48,27
964,335,66,42,84,72,71
965,315,75,26,80,69,65
966,310,65,41,64,73,67
967,321,61,49,69,70,72
968,293,81,82,28,58,44
969,357,58,81,69,78,71
970,372,87,71,70,72,72
971,370,76,75,75,72,72
972,102,22,17,17,25,21
973,133,36,23,11,42,21
974,334,80,26,82,69,77
975,330,70,41,82,72,65
976,355,70,72,71,74,68
977,366,85,77,71,73,60
978,308,57,22,79,78,72
979,319,79,75,63,60,42
980,275,70,74,54,37,40
981,281,81,78,39,40,43
982,344,77,76,52,72,67
983,336,73,34,77,71,81
984,346,75,69,74,68,60
985,263,75,79,31,28,50
986,324,70,32,77,74,71
987,349,84,73,66,68,58
988,354,71,68,75,78,62
989,364,76,63,74,81,70
990,323,69,78,63,63,50
991,293,80,79,40,56,38
992,360,71,71,65,80,73
993,333,68,42,87,66,70
994,355,65,68,72,79,71
995,327,84,78,46,60,59
996,330,73,73,73,63,48
