player_id,power,shot_power,jumping,stamina,strength,long_shots
126,331,69,61,61,59,81
127,394,82,83,75,76,78
128,395,80,89,91,69,66
129,328,66,71,89,39,63
130,355,79,66,69,60,81
131,350,86,60,68,56,80
132,253,54,74,36,75,14
133,369,78,70,88,53,80
134,358,68,79,81,70,60
135,422,88,88,90,79,77
136,270,58,79,45,77,11
137,392,76,78,83,84,71
138,365,77,81,80,61,66
139,239,57,68,34,66,14
140,234,62,60,34,64,14
141,328,75,63,81,39,70
142,399,83,84,78,76,78
143,385,80,59,86,79,81
144,374,77,75,86,73,63
145,336,83,58,68,51,76
146,379,81,78,79,65,76
147,385,82,69,88,68,78
148,328,70,62,79,71,46
149,369,74,65,80,87,63
150,378,69,78,88,79,64
151,371,74,79,92,66,60
152,392,84,68,79,78,83
153,300,41,76,74,83,26
154,396,82,63,90,80,81
155,335,76,46,80,55,78
156,402,83,71,92,76,80
157,242,59,71,42,52,18
158,253,61,75,40,60,17
159,372,73,82,74,86,57
160,391,84,64,79,81,83
161,327,75,64,77,40,71
162,394,86,79,72,93,64
163,215,56,56,23,66,14
164,321,62,53,84,63,59
165,390,78,71,89,73,79
166,369,80,72,89,60,68
167,339,64,79,71,79,46
168,397,84,67,91,77,78
169,388,81,76,76,75,80
170,372,79,76,79,63,75
171,376,80,71,90,58,77
172,388,83,85,65,85,70
173,342,71,58,85,66,62
174,394,82,75,89,73,75
175,336,64,74,79,57,62
176,407,88,71,84,76,88
177,360,78,60,80,65,77
178,381,80,92,75,58,76
179,379,73,67,92,78,69
180,371,75,67,83,86,60
181,335,65,43,92,69,66
182,265,56,82,36,73,18
183,374,78,59,86,75,76
184,365,78,61,85,64,77
185,361,81,58,75,77,70
186,338,66,75,69,80,48
187,240,56,82,42,48,12
188,393,87,76,77,75,78
189,252,60,58,44,72,18
190,288,40,86,69,81,12
191,224,52,69,34,55,14
192,342,70,72,74,49,77
193,351,82,58,74,51,86
194,265,59,75,45,73,13
195,379,80,75,84,58,82
196,429,83,92,92,82,80
197,354,77,61,69,73,74
198,373,75,76,88,64,70
199,383,76,76,82,81,68
200,407,80,85,86,80,76
201,416,84,82,86,83,81
202,380,86,64,70,81,79
203,349,76,56,69,67,81
204,413,86,74,89,75,89
205,377,81,76,74,76,70
206,405,90,82,69,77,87
207,380,80,83,72,79,66
208,387,78,84,85,73,67
209,366,76,65,74,67,84
210,375,81,49,85,79,81
211,383,86,78,57,82,80
212,232,59,74,31,61,7
213,362,77,71,77,58,79
214,386,90,67,54,87,88
215,329,62,66,80,65,56
216,192,51,36,20,68,17
217,320,53,73,77,76,41
218,240,58,67,29,79,7
219,346,75,46,75,67,83
220,369,82,61,78,70,78
221,382,75,66,86,81,74
222,372,80,68,79,68,77
223,371,72,73,89,69,68
224,382,86,67,78,67,84
225,251,54,61,43,75,18
226,397,76,91,86,76,68
227,364,86,58,76,61,83
228,350,62,85,75,77,51
229,327,67,79,74,80,27
230,380,83,69,76,67,85
231,271,62,72,39,78,20
232,255,58,65,42,73,17
233,355,80,49,79,64,83
234,393,84,65,82,75,87
235,395,79,85,83,79,69
236,259,53,73,43,75,15
237,386,82,79,82,64,79
238,373,85,71,76,59,82
239,427,85,87,88,86,81
240,346,74,69,74,83,46
241,237,64,71,37,51,14
242,415,84,80,91,81,79
243,388,83,78,81,66,80
244,257,57,73,38,73,16
245,253,56,72,37,73,15
246,370,68,84,76,90,52
247,382,84,75,74,70,79
248,356,61,83,80,82,50
249,393,80,84,77,80,72
250,241,57,75,38,59,12
251,377,74,62,84,89,68
252,353,86,46,65,64,92
253,379,82,77,75,69,76
254,227,53,75,30,52,17
255,266,59,83,41,63,20
256,253,59,73,39,69,13
257,377,71,84,87,75,60
258,264,60,72,38,80,14
259,362,74,73,77,72,66
260,342,78,39,76,68,81
261,376,81,66,89,66,74
262,412,95,79,79,73,86
263,404,85,76,76,85,82
264,357,78,73,60,88,58
265,263,56,84,45,68,10
266,406,84,85,81,76,80
267,333,84,32,77,59,81
268,258,58,73,41,73,13
269,373,74,75,77,76,71
270,343,80,42,70,71,80
271,300,70,45,62,56,67
272,340,84,34,75,71,76
273,331,65,76,56,81,53
274,243,56,71,34,69,13
275,373,76,76,84,69,68
276,381,82,79,75,64,81
277,302,73,62,69,44,54
278,365,76,75,73,66,75
279,340,74,78,86,80,22
280,369,73,77,88,66,65
281,393,70,78,92,83,70
282,291,53,39,86,56,57
283,355,73,64,76,67,75
284,364,71,77,79,74,63
285,375,80,74,83,64,74
286,392,82,83,82,77,68
287,395,79,81,72,87,76
288,371,75,68,75,74,79
289,336,55,71,89,68,53
290,386,85,85,52,82,82
291,306,60,40,91,56,59
292,385,73,75,91,73,73
293,381,74,91,76,79,61
294,351,72,82,88,69,40
295,345,77,79,77,54,58
296,250,59,50,45,79,17
297,364,71,86,79,75,53
298,336,55,78,80,84,39
299,372,84,63,73,68,84
300,354,78,52,83,67,74
301,404,84,79,85,86,70
302,346,75,61,75,60,75
303,337,76,52,79,57,73
304,341,66,75,73,83,44
305,341,82,54,75,49,81
306,329,78,51,77,41,82
307,380,86,63,78,69,84
308,416,85,88,83,82,78
309,410,83,81,93,86,67
310,368,77,56,85,70,80
311,363,79,63,76,74,71
312,256,58,62,42,80,14
313,353,79,69,74,54,77
314,247,50,74,39,68,16
315,403,82,85,85,85,66
316,332,68,76,82,59,47
317,391,80,73,77,82,79
318,371,78,80,87,56,70
319,396,76,79,90,74,77
320,390,84,90,72,78,66
321,358,70,81,76,77,54
322,239,62,57,45,62,13
323,387,81,80,72,89,65
324,241,52,74,43,55,17
325,343,72,77,68,82,44
326,377,86,63,67,79,82
327,270,65,77,45,70,13
328,369,79,71,75,79,65
329,287,43,86,48,79,31
330,398,79,85,77,76,81
331,349,56,81,93,69,50
332,387,82,74,86,63,82
333,346,78,51,75,55,87
334,403,77,72,92,85,77
335,322,85,33,68,55,81
336,386,76,82,93,72,63
337,362,75,59,88,75,65
338,419,87,76,88,84,84
339,358,82,67,62,63,84
340,356,82,55,77,58,84
341,251,58,71,40,67,15
342,247,54,85,41,54,13
343,312,76,31,71,57,77
344,359,70,63,78,67,81
345,301,50,50,77,94,30
346,343,69,67,86,47,74
347,359,87,51,66,71,84
348,409,78,91,89,77,74
349,363,84,74,71,54,80
350,401,84,73,91,76,77
351,347,75,58,75,71,68
352,376,80,85,76,63,72
353,373,83,62,78,67,83
354,366,77,66,73,72,78
355,371,81,65,73,73,79
356,376,82,66,65,85,78
357,369,76,81,67,83,62
358,362,73,76,75,76,62
359,344,65,91,71,75,42
360,245,57,69,31,72,16
361,383,82,72,76,75,78
362,252,56,72,37,76,11
363,232,53,69,25,65,20
364,235,54,80,31,51,19
365,289,75,33,54,56,71
366,407,81,76,94,78,78
367,397,84,72,71,91,79
368,372,63,88,82,83,56
369,297,67,40,58,62,70
370,382,86,67,68,91,70
371,374,82,64,80,70,78
372,312,53,69,76,73,41
373,336,55,71,89,68,53
374,391,84,84,56,87,80
375,301,67,44,67,48,75
376,363,72,67,89,71,64
377,363,74,91,60,77,61
378,240,58,67,29,79,7
379,317,70,50,74,49,74
380,233,56,61,32,75,9
381,362,77,55,80,69,81
382,351,62,85,85,77,42
383,404,81,83,79,87,74
384,357,73,75,79,62,68
385,334,74,56,73,64,67
386,345,80,60,58,79,68
387,216,53,63,34,60,6
388,337,78,50,78,52,79
389,347,77,57,74,76,63
390,363,75,61,80,78,69
391,386,82,75,75,79,75
392,351,79,59,74,63,76
393,335,65,76,68,82,44
394,245,51,60,45,76,13
395,363,61,90,81,91,40
396,287,67,43,67,35,75
397,235,59,70,30,64,12
398,316,52,55,85,68,56
399,367,79,77,75,59,77
400,352,65,86,76,79,46
401,391,83,68,79,86,75
402,347,69,89,69,77,43
403,359,77,72,76,63,71
404,251,59,66,42,73,11
405,345,77,65,86,48,69
406,353,57,90,75,79,52
407,396,82,81,79,78,76
408,374,82,66,79,73,74
409,349,72,62,87,62,66
410,372,75,75,80,64,78
411,371,73,68,93,72,65
412,342,76,51,77,65,73
413,328,58,82,82,75,31
414,349,76,67,76,57,73
415,350,70,76,77,75,52
416,369,80,73,87,62,67
417,385,78,75,83,72,77
418,398,82,83,77,75,81
419,361,80,67,77,66,71
420,226,56,51,35,70,14
421,250,50,67,35,81,17
422,389,84,63,85,78,79
423,352,76,62,77,65,72
424,356,82,49,77,66,82
425,369,77,71,77,67,77
426,318,58,83,62,76,39
427,354,75,69,78,66,66
428,357,83,65,69,60,80
429,318,73,45,74,58,68
430,337,76,52,71,56,82
431,372,80,68,91,57,76
432,391,81,83,80,80,67
433,341,74,61,71,58,77
434,368,71,70,81,91,55
435,326,75,37,76,61,77
436,389,84,71,77,75,82
437,343,65,74,83,69,52
438,398,81,91,72,80,74
439,360,63,90,66,92,49
440,373,75,84,84,72,58
441,387,83,80,79,74,71
442,292,52,64,75,58,43
443,355,66,83,86,79,41
444,319,46,81,77,77,38
445,315,52,80,67,93,23
446,334,63,82,69,82,38
447,365,75,71,78,76,65
448,319,77,35,69,67,71
449,368,80,76,68,66,78
450,400,83,86,76,84,71
451,219,58,62,34,55,10
452,324,54,82,81,79,28
453,321,65,62,77,77,40
454,365,75,61,82,71,76
455,357,90,31,82,79,75
456,257,62,78,34,65,18
457,394,80,84,80,76,74
458,371,73,88,69,73,68
459,367,71,92,76,73,55
460,395,82,74,78,83,78
461,375,77,73,77,77,71
462,378,79,79,74,68,78
463,400,84,79,70,92,75
464,385,76,77,87,78,67
465,352,83,66,74,57,72
466,375,80,73,78,75,69
467,359,81,72,75,68,63
468,377,78,75,75,70,79
469,371,84,65,66,84,72
470,395,69,91,92,78,65
471,344,69,62,69,68,76
472,357,82,63,72,59,81
473,397,84,84,76,84,69
474,244,58,68,41,62,15
475,323,77,66,62,40,78
476,424,94,74,85,89,82
477,385,75,81,80,78,71
478,375,84,68,76,61,86
479,324,58,83,61,76,46
480,382,84,72,75,69,82
481,394,78,77,85,81,73
482,368,76,61,82,74,75
483,379,81,85,68,68,77
484,308,79,34,75,42,78
485,376,81,77,68,78,72
486,388,82,69,73,92,72
487,334,78,73,65,77,41
488,381,73,83,78,85,62
489,251,59,71,32,77,12
490,340,74,74,67,64,61
491,379,78,82,72,78,69
492,244,60,63,35,75,11
493,390,85,67,86,73,79
494,423,85,92,75,85,86
495,352,81,56,67,68,80
496,288,42,80,64,78,24
497,339,70,83,66,79,41
498,369,78,85,60,71,75
499,382,79,82,67,86,68
500,374,87,67,62,71,87
501,389,84,74,73,83,75
502,241,59,62,35,72,13
503,334,85,35,66,65,83
504,371,82,62,87,70,70
505,304,80,31,51,64,78
506,337,82,53,51,66,85
507,208,53,60,23,60,12
508,321,60,43,91,68,59
509,306,52,51,85,62,56
510,314,78,59,76,33,68
511,372,84,52,77,89,70
512,343,79,55,79,54,76
513,341,71,73,81,45,71
514,366,75,68,74,69,80
515,193,56,35,26,66,10
516,299,41,86,69,73,30
517,357,68,77,79,74,59
518,348,70,71,76,68,63
519,377,72,76,84,76,69
520,313,66,64,66,92,25
521,302,41,65,79,75,42
522,302,70,49,74,44,65
523,338,85,45,76,48,84
524,399,81,70,84,84,80
525,328,57,73,77,71,50
526,354,74,54,80,65,81
527,329,71,57,72,54,75
528,211,56,39,35,72,9
529,303,75,33,73,54,68
530,348,64,73,79,76,56
531,355,77,56,81,68,73
532,325,58,71,79,58,59
533,381,75,78,83,77,68
534,373,84,71,70,75,73
535,391,66,90,92,89,54
536,395,78,82,86,77,72
537,408,90,71,81,79,87
538,386,75,87,79,63,82
539,208,53,60,23,60,12
540,385,75,71,87,82,70
541,364,72,71,89,68,64
542,320,57,57,81,71,54
543,333,78,67,76,44,68
544,327,54,88,61,90,34
545,351,86,47,76,61,81
546,382,79,84,76,73,70
547,387,86,71,72,79,79
548,397,85,74,78,84,76
549,356,76,67,73,66,74
550,380,75,73,86,91,55
551,415,84,76,93,90,72
552,351,65,73,87,64,62
553,346,77,48,78,63,80
554,362,78,65,88,56,75
555,331,55,82,61,85,48
556,340,70,82,77,84,27
557,366,80,56,79,73,78
558,395,83,65,91,73,83
559,350,61,84,78,79,48
560,386,80,70,72,91,73
561,372,79,73,71,78,71
562,367,80,62,90,70,65
563,313,63,50,79,61,60
564,311,48,68,77,62,56
565,396,79,92,79,81,65
566,356,78,62,73,66,77
567,327,51,80,79,81,36
568,319,48,81,79,71,40
569,388,85,65,78,81,79
570,362,72,75,78,87,50
571,365,75,70,91,67,62
572,375,68,91,89,69,58
573,357,72,71,79,71,64
574,394,80,82,82,82,68
575,360,78,60,78,67,77
576,380,72,64,91,80,73
577,315,56,76,63,76,44
578,348,72,73,79,55,69
579,401,83,79,91,73,75
580,401,84,90,72,77,78
581,343,53,78,93,80,39
582,335,65,58,75,64,73
583,375,68,86,90,74,57
584,386,78,79,77,87,65
585,395,79,81,87,77,71
586,265,31,73,68,73,20
587,339,78,62,85,40,74
588,297,44,72,64,92,25
589,242,48,70,34,72,18
590,364,84,66,85,66,63
591,361,81,59,71,79,71
592,229,52,52,40,68,17
593,332,69,56,71,66,70
594,337,76,65,69,49,78
595,390,81,76,85,76,72
596,355,80,67,74,57,77
597,358,66,78,91,79,44
598,318,78,61,59,49,71
599,225,56,62,27,66,14
600,358,63,88,75,76,56
601,363,72,74,77,72,68
602,385,76,90,75,75,69
603,323,71,53,68,59,72
604,410,86,81,81,82,80
605,341,86,45,71,51,88
606,235,54,63,32,71,15
607,326,71,56,76,50,73
608,383,88,64,78,76,77
609,383,87,60,78,71,87
610,374,75,71,82,76,70
611,386,84,59,86,80,77
612,364,78,65,90,56,75
613,309,37,90,68,85,29
614,375,69,92,91,50,73
615,351,72,71,83,71,54
616,350,74,60,83,57,76
617,365,76,73,69,72,75
618,330,65,92,76,77,20
619,238,53,72,31,67,15
620,386,79,80,80,71,76
621,362,68,78,78,74,64
622,339,77,47,69,91,55
623,373,78,71,77,70,77
624,422,86,78,81,94,83
625,364,80,70,80,65,69
626,360,80,74,58,66,82
627,325,52,80,66,78,49
628,227,50,67,32,64,14
629,376,77,69,76,79,75
630,242,57,70,30,67,18
631,367,83,65,70,69,80
632,364,82,65,69,70,78
633,381,84,75,75,73,74
634,359,77,77,75,57,73
635,354,80,60,68,72,74
636,378,83,69,78,70,78
637,369,72,65,92,64,76
638,406,89,81,78,84,74
639,404,85,67,85,86,81
640,342,75,71,65,67,64
641,402,86,83,80,81,72
642,300,67,64,57,32,80
643,356,69,88,65,78,56
644,360,78,62,82,69,69
645,356,74,67,71,65,79
646,331,69,66,71,66,59
647,305,42,73,67,88,35
648,335,60,89,67,80,39
649,372,79,70,67,89,67
650,370,77,84,67,71,71
651,388,74,79,87,72,76
652,363,62,75,81,91,54
653,385,80,65,78,93,69
654,358,68,70,79,74,67
655,220,51,66,29,63,11
656,408,78,90,86,80,74
657,358,79,72,73,59,75
658,375,84,65,79,64,83
659,321,77,60,58,52,74
660,392,87,77,75,69,84
661,404,85,77,91,90,61
662,365,81,53,79,80,72
663,367,74,81,65,93,54
664,347,64,81,68,84,50
665,350,75,71,72,66,66
666,374,84,82,54,88,66
667,373,87,61,77,65,83
668,351,79,50,81,65,76
669,296,72,61,60,34,69
670,361,80,75,59,68,79
671,311,75,60,61,37,78
672,380,82,72,84,68,74
673,257,54,66,38,82,17
674,371,82,83,69,64,73
675,212,58,75,29,38,12
676,319,84,34,59,62,80
677,360,77,82,67,86,48
678,374,80,69,80,64,81
679,343,68,77,68,68,62
680,283,58,53,75,53,44
681,319,54,80,62,76,47
682,231,55,73,32,57,14
683,215,58,49,28,65,15
684,345,76,81,63,70,55
685,232,56,75,34,56,11
686,250,60,71,34,70,15
687,335,78,63,57,59,78
688,327,69,57,77,54,70
689,351,71,61,82,70,67
690,332,74,75,74,79,30
691,370,77,78,79,74,62
692,363,72,61,88,68,74
693,386,75,82,80,67,82
694,325,43,88,62,81,51
695,359,74,63,77,71,74
696,371,66,82,88,76,59
697,198,61,44,25,60,8
698,207,49,63,23,68,4
699,350,69,68,77,65,71
700,374,80,70,71,76,77
701,385,83,71,76,80,75
702,311,48,74,78,75,36
703,385,82,72,83,66,82
704,281,39,78,68,79,17
705,384,75,75,83,76,75
706,374,78,74,75,68,79
707,374,68,87,82,75,62
708,301,45,74,68,83,31
709,380,85,65,79,68,83
710,326,73,54,70,59,70
711,328,74,54,76,56,68
712,328,82,47,67,50,82
713,343,81,53,74,57,78
714,375,75,80,76,75,69
715,355,84,48,73,70,80
716,296,50,60,75,80,31
717,352,74,68,64,72,74
718,302,51,70,67,84,30
719,245,53,73,40,70,9
720,367,76,73,74,74,70
721,364,78,70,69,79,68
722,369,65,79,93,73,59
723,325,78,48,80,53,66
724,407,84,82,87,77,77
725,306,60,69,58,49,70
726,409,87,89,74,79,80
727,393,78,83,65,90,77
728,319,80,55,74,35,75
729,336,77,50,69,72,68
730,318,68,57,75,46,72
731,369,72,68,88,67,74
732,307,45,72,71,93,26
733,319,43,88,63,74,51
734,340,64,69,78,69,60
735,395,84,78,89,67,77
736,326,50,83,91,64,38
737,392,75,84,80,76,77
738,379,77,66,85,71,80
739,347,69,68,77,60,73
740,375,76,80,80,86,53
741,353,75,80,72,78,48
742,315,65,48,70,72,60
743,291,65,66,75,30,55
744,386,79,80,85,76,66
745,361,70,72,76,72,71
746,303,46,83,74,76,24
747,232,53,68,29,65,17
748,354,77,71,74,60,72
749,371,81,69,72,76,73
750,245,55,70,36,68,16
751,380,78,70,84,76,72
752,341,70,80,81,65,45
753,379,80,81,73,76,69
754,317,68,70,82,33,64
755,298,70,34,78,44,72
756,317,69,35,73,67,73
757,388,82,73,78,85,70
758,348,76,57,72,68,75
759,301,42,74,75,79,31
760,361,77,82,72,63,67
761,393,80,83,90,70,70
762,249,57,72,40,68,12
763,345,70,70,67,88,50
764,272,38,76,61,77,20
765,360,72,74,86,70,58
766,376,74,82,80,72,68
767,311,44,80,71,83,33
768,373,76,74,85,71,67
769,350,62,79,85,56,68
770,359,71,73,86,64,65
771,357,75,65,79,66,72
772,358,73,55,85,81,64
773,386,82,77,74,82,71
774,366,64,85,77,86,54
775,377,77,72,83,69,76
776,391,76,75,92,75,73
777,360,76,59,74,83,68
778,346,65,63,90,66,62
779,329,77,51,68,58,75
780,407,85,73,88,85,76
781,324,41,81,79,83,40
782,352,69,73,88,58,64
783,366,75,81,83,63,64
784,361,76,62,83,67,73
785,342,81,52,71,63,75
786,378,84,64,82,79,69
787,325,68,68,80,66,43
788,375,77,90,76,57,75
789,379,84,81,73,62,79
790,378,81,80,65,72,80
791,407,88,84,76,90,69
792,391,78,88,75,77,73
793,391,79,80,77,85,70
794,345,72,53,85,82,53
795,358,85,67,75,51,80
796,368,72,77,88,73,58
797,351,67,80,73,73,58
798,365,80,56,77,75,77
799,401,84,72,90,80,75
800,387,82,79,78,90,58
801,378,73,83,86,78,58
802,339,58,83,66,86,46
803,223,57,40,37,75,14
804,360,78,72,74,57,79
805,369,76,78,73,60,82
806,355,77,69,68,63,78
807,337,67,77,77,65,51
808,379,79,79,77,71,73
809,336,67,74,60,79,56
810,331,76,39,78,61,77
811,302,76,61,69,30,66
812,365,70,71,87,71,66
813,326,74,58,66,55,73
814,328,72,62,74,44,76
815,329,62,77,69,80,41
816,377,81,80,64,79,73
817,368,69,82,87,77,53
818,384,87,71,70,82,74
819,308,54,51,90,71,42
820,249,59,74,36,64,16
821,364,68,76,87,65,68
822,245,59,60,40,70,16
823,379,68,85,91,80,55
824,384,82,78,60,92,72
825,330,62,79,93,66,30
826,351,73,56,83,64,75
827,248,56,65,42,73,12
828,338,68,76,68,83,43
829,377,69,79,86,75,68
830,383,81,69,76,83,74
831,350,79,71,70,61,69
832,356,75,40,89,76,76
833,363,72,74,67,83,67
834,371,78,78,66,92,57
835,310,54,79,77,78,22
836,371,81,64,69,76,81
837,330,66,69,70,69,56
838,317,80,42,71,50,74
839,367,74,65,89,73,66
840,373,74,73,91,77,58
841,388,78,82,78,81,69
842,356,67,66,85,76,62
843,373,78,75,74,80,66
844,343,76,66,69,57,75
845,367,88,56,72,65,86
846,360,77,67,73,75,68
847,338,71,78,82,68,39
848,314,57,76,71,77,33
849,372,78,71,69,78,76
850,375,75,79,84,63,74
851,321,54,82,57,78,50
852,372,78,73,75,74,72
853,267,62,67,42,80,16
854,318,57,65,85,73,38
855,345,66,81,68,78,52
856,392,81,77,76,86,72
857,366,77,74,76,66,73
858,372,75,65,89,75,68
859,385,85,71,72,90,67
860,405,79,91,78,85,72
861,242,47,67,38,78,12
862,367,73,77,89,72,56
863,364,76,67,86,70,65
864,355,81,49,65,91,69
865,325,76,75,64,35,75
866,389,84,69,89,71,76
867,359,73,91,79,49,67
868,377,77,75,73,73,79
869,358,76,52,90,67,73
870,325,57,83,61,71,53
871,337,75,76,62,48,76
872,363,67,89,81,72,54
873,237,54,62,34,71,16
874,395,82,79,73,90,71
875,376,77,72,77,78,72
876,371,78,75,73,76,69
877,343,84,30,75,74,80
878,377,84,75,59,91,68
879,375,84,78,53,82,78
880,352,73,69,77,64,69
881,344,87,36,80,60,81
882,353,68,78,79,69,59
883,356,74,66,79,68,69
884,359,73,71,81,60,74
885,282,39,73,59,82,29
886,317,69,59,73,52,64
887,326,59,71,73,69,54
888,310,46,73,67,89,35
889,348,79,62,62,71,74
890,247,56,73,40,66,12
891,364,74,82,70,70,68
892,337,80,46,43,89,79
893,253,51,77,39,74,12
894,333,80,45,66,65,77
895,365,82,51,69,83,80
896,370,82,77,60,76,75
897,214,49,62,33,55,15
898,371,85,66,67,79,74
899,225,60,62,30,57,16
900,345,69,70,86,57,63
901,280,30,81,62,78,29
902,340,66,64,84,72,54
903,245,59,65,44,65,12
904,374,81,73,67,71,82
905,362,75,70,78,68,71
906,411,80,84,88,80,79
907,355,79,49,76,81,70
908,227,55,64,32,60,16
909,307,48,84,65,85,25
910,241,57,67,37,67,13
911,369,75,76,75,75,68
912,382,85,52,89,79,77
913,314,80,50,66,43,75
914,386,84,83,74,80,65
915,233,49,74,34,60,16
916,416,84,79,92,85,76
917,359,76,70,76,60,77
918,318,63,62,83,63,47
919,349,73,66,76,65,69
920,215,48,66,20,68,13
921,388,79,80,75,77,77
922,374,73,68,76,85,72
923,351,77,64,79,56,75
924,351,66,87,78,89,31
925,341,66,78,74,65,58
926,376,84,71,63,78,80
927,358,73,69,79,74,63
928,224,53,57,27,68,19
929,324,76,64,57,51,76
930,329,62,70,85,60,52
931,339,72,65,60,68,74
932,354,69,83,72,68,62
933,336,84,43,72,54,83
934,274,56,70,44,85,19
935,372,78,68,76,75,75
936,358,81,57,74,69,77
937,393,79,76,74,87,77
938,372,75,76,97,48,76
939,333,68,76,63,80,46
940,341,78,72,59,72,60
941,347,75,84,65,57,66
942,291,34,65,80,61,51
943,321,42,90,71,83,35
944,289,44,81,63,79,22
945,397,80,84,81,78,74
946,386,74,77,93,77,65
947,385,75,71,87,82,70
948,313,73,42,84,40,74
949,332,74,58,75,57,68
950,351,65,73,75,76,62
951,290,70,34,61,50,75
952,369,76,85,68,77,63
953,350,76,60,68,71,75
954,369,82,63,76,69,79
955,375,79,83,93,43,77
956,360,75,77,60,82,66
957,221,58,63,36,52,12
958,319,63,72,71,54,59
959,346,81,66,77,77,45
960,346,79,71,49,68,79
961,219,55,65,25,55,19
962,354,71,91,75,44,73
963,255,55,75,35,72,18
964,380,76,77,75,83,69
965,392,85,77,74,87,69
966,358,73,69,88,57,71
967,356,71,76,79,57,73
968,262,44,72,52,68,26
969,353,73,65,77,66,72
970,388,74,74,94,77,69
971,343,74,54,74,67,74
972,230,54,70,35,59,12
973,216,33,71,32,71,9
974,349,78,59,74,67,71
975,376,80,73,77,75,71
976,353,81,46,75,73,78
977,325,74,58,68,62,63
978,371,74,83,74,69,71
979,332,56,75,78,75,48
980,283,51,60,69,70,33
981,320,57,80,64,78,41
982,370,73,61,76,88,72
983,379,78,72,76,77,76
984,377,76,90,79,63,69
985,298,49,69,59,80,41
986,375,83,70,85,64,73
987,390,75,82,85,81,67
988,354,77,63,70,67,77
989,329,72,68,58,60,71
990,365,79,75,79,65,67
991,312,65,68,77,81,21
992,364,80,68,65,71,80
993,339,77,65,64,73,60
994,359,76,67,75,63,78
995,334,83,60,54,90,47
996,312,68,52,87,56,49
