player_id,goalkeeping,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes
345,73,16,13,15,16,13
346,53,13,11,7,6,16
347,59,13,12,12,11,11
348,60,8,12,11,14,15
349,38,5,5,13,6,9
350,50,9,7,13,9,12
351,49,14,7,12,6,10
352,48,9,11,9,5,14
353,53,7,7,11,15,13
354,49,6,13,13,8,9
355,46,12,7,5,13,9
356,48,11,9,5,15,8
357,45,5,12,9,11,8
358,57,13,7,8,14,15
359,61,8,16,7,14,16
360,397,80,75,76,84,82
361,46,8,6,4,14,14
362,398,80,81,74,82,81
363,395,80,82,70,81,82
364,398,81,82,72,80,83
365,47,15,6,9,7,10
366,54,6,10,15,7,16
367,61,10,15,14,11,11
368,47,8,15,5,9,10
369,45,6,13,6,13,7
370,52,13,13,7,5,14
371,65,12,12,13,15,13
372,70,16,12,13,12,17
373,60,16,15,15,7,7
374,78,8,11,20,19,20
375,48,9,7,8,14,10
376,55,9,9,14,15,8
377,80,14,15,15,17,19
378,393,78,81,77,80,77
379,49,9,7,15,6,12
380,393,80,78,74,79,82
381,58,6,14,15,9,14
382,61,11,8,15,12,15
383,46,7,8,13,12,6
384,36,5,7,7,7,10
385,48,14,10,5,13,6
386,46,8,10,13,8,7
387,390,80,80,70,77,83
388,56,11,12,13,8,12
389,55,7,13,13,15,7
390,43,12,10,7,7,7
391,49,8,7,12,9,13
392,43,5,6,10,15,7
393,34,6,7,7,7,7
394,389,81,77,68,83,80
395,47,7,14,6,7,13
396,48,9,7,8,14,10
397,394,81,75,78,81,79
398,65,15,13,12,10,15
399,60,12,13,6,15,14
400,44,13,8,10,5,8
401,62,11,13,14,9,15
402,52,12,9,8,12,11
403,61,15,11,13,11,11
404,395,83,72,78,81,81
405,43,12,9,7,6,9
406,57,10,7,14,11,15
407,57,9,12,9,13,14
408,54,7,12,15,9,11
409,54,11,5,13,14,11
410,49,11,8,12,7,11
411,46,10,14,7,8,7
412,63,12,15,16,7,13
413,44,8,12,10,7,7
414,59,11,10,14,14,10
415,52,12,16,8,7,9
416,58,13,6,13,13,13
417,20,4,4,4,4,4
418,54,7,10,14,9,14
419,45,10,9,12,7,7
420,397,82,77,74,80,84
421,388,78,76,67,81,86
422,50,9,7,12,11,11
423,45,6,15,8,8,8
424,64,14,15,10,13,12
425,68,14,15,11,14,14
426,30,5,10,5,5,5
427,54,7,11,10,16,10
428,27,5,6,5,5,6
429,57,11,12,9,10,15
430,50,12,9,12,11,6
431,50,9,16,9,9,7
432,53,13,7,12,14,7
433,55,15,10,11,12,7
434,45,6,6,5,14,14
435,51,11,6,11,10,13
436,69,11,15,16,12,15
437,45,11,7,6,7,14
438,63,12,16,11,13,11
439,59,14,14,7,9,15
440,58,15,11,10,10,12
441,56,16,9,9,15,7
442,61,8,14,14,13,12
443,55,10,11,14,13,7
444,51,7,15,11,10,8
445,49,7,8,15,10,9
446,50,14,8,12,9,7
447,52,9,7,13,8,15
448,64,12,16,14,11,11
449,50,11,13,5,13,8
450,60,14,14,9,13,10
451,396,80,78,77,80,81
452,51,12,7,10,15,7
453,58,13,9,15,7,14
454,42,8,11,6,7,10
455,46,7,8,11,7,13
456,399,81,75,82,79,82
457,45,6,13,6,14,6
458,58,10,15,13,12,8
459,57,7,10,15,16,9
460,50,15,14,8,6,7
461,55,9,11,7,15,13
462,57,10,13,12,16,6
463,68,15,14,16,15,8
464,47,14,6,7,12,8
465,42,5,11,14,5,7
466,53,9,12,8,9,15
467,58,9,15,7,13,14
468,46,9,14,8,8,7
469,57,7,15,12,14,9
470,54,8,14,15,7,10
471,59,15,7,11,14,12
472,45,6,14,7,6,12
473,53,16,10,8,8,11
474,398,81,80,77,78,82
475,52,5,11,12,15,9
476,46,6,10,7,11,12
477,51,9,9,8,10,15
478,60,10,14,7,15,14
479,41,6,7,6,15,7
480,53,7,10,13,11,12
481,52,10,6,11,12,13
482,57,16,11,13,9,8
483,60,10,10,15,12,13
484,21,6,3,6,3,3
485,54,11,12,10,7,14
486,55,11,13,12,8,11
487,54,6,10,13,10,15
488,61,15,9,13,11,13
489,394,77,80,78,79,80
490,29,7,5,9,3,5
491,57,14,11,14,6,12
492,397,78,77,80,79,83
493,56,11,9,10,13,13
494,75,14,16,14,16,15
495,57,10,15,11,8,13
496,67,12,16,16,15,8
497,53,12,6,10,13,12
498,43,10,13,6,9,5
499,71,16,14,11,16,14
500,26,6,7,5,4,4
501,56,14,11,9,9,13
502,393,77,72,78,82,84
503,40,5,10,13,6,6
504,45,12,9,10,8,6
505,50,9,14,6,10,11
506,65,17,14,14,8,12
507,386,81,75,71,77,82
508,62,15,14,14,10,9
509,74,15,13,14,14,18
510,59,13,13,16,8,9
511,54,15,13,13,7,6
512,66,15,15,13,12,11
513,42,9,8,12,8,5
514,46,11,12,8,5,10
515,389,78,77,74,79,81
516,56,11,10,8,14,13
517,49,7,7,7,14,14
518,47,11,12,8,9,7
519,67,14,10,15,15,13
520,55,9,13,5,14,14
521,49,14,7,14,7,7
522,52,8,15,6,10,13
523,51,12,13,8,12,6
524,42,9,6,6,10,11
525,45,8,12,8,6,11
526,53,6,11,10,11,15
527,40,6,5,11,8,10
528,390,80,77,75,79,79
529,52,9,8,13,8,14
530,47,8,11,14,5,9
531,51,6,14,7,13,11
532,52,11,12,10,5,14
533,46,6,8,9,10,13
534,40,7,6,9,7,11
535,54,10,10,7,13,14
536,53,14,14,10,9,6
537,52,6,6,12,15,13
538,48,9,12,8,10,9
539,386,81,75,71,77,82
540,55,15,7,16,9,8
541,55,9,9,14,15,8
542,38,9,10,6,6,7
543,59,13,13,16,8,9
544,45,6,7,8,15,9
545,48,7,14,7,14,6
546,53,14,13,7,11,8
547,51,7,15,13,9,7
548,47,11,6,6,10,14
549,53,12,7,10,13,11
550,51,14,9,10,8,10
551,56,14,7,13,11,11
552,55,8,7,14,14,12
553,54,9,11,12,7,15
554,66,12,14,14,10,16
555,55,14,14,10,9,8
556,44,8,9,9,10,8
557,59,13,12,13,12,9
558,50,11,10,9,13,7
559,54,6,13,14,7,14
560,71,14,12,16,13,16
561,48,12,8,10,6,12
562,62,16,13,9,10,14
563,56,8,11,14,13,10
564,54,6,14,16,11,7
565,50,12,12,8,7,11
566,56,9,12,6,13,16
567,62,7,10,15,15,15
568,58,7,15,14,11,11
569,67,13,15,12,13,14
570,61,11,15,11,14,10
571,42,7,7,13,7,8
572,56,10,14,9,7,16
573,54,13,8,8,9,16
574,59,11,14,8,15,11
575,64,14,13,13,16,8
576,51,6,14,14,6,11
577,51,12,6,10,11,12
578,57,12,12,11,14,8
579,54,15,8,13,12,6
580,55,10,14,12,8,11
581,71,13,14,13,15,16
582,52,8,8,9,12,15
583,51,7,15,13,9,7
584,52,13,9,11,12,7
585,54,9,11,9,15,10
586,44,10,12,8,6,8
587,47,7,9,10,8,13
588,49,11,8,7,9,14
589,378,79,78,64,76,81
590,57,15,12,11,8,11
591,49,12,9,6,14,8
592,385,81,75,69,79,81
593,48,8,13,11,8,8
594,60,9,14,13,14,10
595,56,6,16,16,9,9
596,52,8,15,8,7,14
597,50,8,7,7,14,14
598,66,13,16,15,8,14
599,391,78,74,75,80,84
600,50,10,7,7,16,10
601,43,6,7,9,10,11
602,61,13,12,10,15,11
603,55,13,7,9,15,11
604,64,12,8,14,15,15
605,50,9,14,11,6,10
606,389,82,75,72,77,83
607,61,15,14,15,7,10
608,48,9,14,6,9,10
609,51,11,9,11,10,10
610,60,15,13,9,14,9
611,56,13,9,16,6,12
612,64,12,12,10,15,15
613,58,15,12,15,10,6
614,49,13,5,9,8,14
615,48,14,6,7,6,15
616,50,10,8,14,10,8
617,57,11,14,13,12,7
618,53,8,13,12,12,8
619,384,77,76,71,78,82
620,52,16,9,13,8,6
621,53,8,15,10,12,8
622,60,14,7,10,13,16
623,47,9,10,11,8,9
624,53,15,10,10,8,10
625,48,12,7,8,8,13
626,52,11,6,15,13,7
627,64,15,16,9,10,14
628,380,82,76,67,76,79
629,65,11,16,8,14,16
630,392,81,76,76,79,80
631,53,14,8,13,7,11
632,50,14,8,8,10,10
633,53,14,5,15,14,5
634,60,14,16,7,11,12
635,48,8,10,10,14,6
636,49,16,9,6,9,9
637,61,12,16,11,7,15
638,53,10,14,10,8,11
639,53,8,11,8,14,12
640,61,10,11,16,10,14
641,47,9,16,7,8,7
642,65,12,7,15,16,15
643,48,12,5,8,11,12
644,53,9,12,15,9,8
645,21,5,3,5,5,3
646,64,12,13,10,16,13
647,71,10,15,16,15,15
648,58,15,7,12,10,14
649,54,14,11,6,15,8
650,53,14,7,10,11,11
651,52,10,9,14,7,12
652,68,7,16,16,16,13
653,57,15,12,11,11,8
654,60,13,9,16,15,7
655,381,79,71,68,79,84
656,63,16,14,9,16,8
657,48,13,7,10,10,8
658,58,13,8,10,15,12
659,41,5,8,14,6,8
660,44,13,9,6,7,9
661,51,14,8,11,10,8
662,51,11,14,7,6,13
663,61,10,16,12,9,14
664,56,15,9,12,14,6
665,50,5,15,10,13,7
666,49,12,15,11,6,5
667,50,10,7,10,9,14
668,50,8,12,11,10,9
669,46,9,10,14,5,8
670,52,6,13,8,14,11
671,48,14,12,8,6,8
672,10,2,2,2,2,2
673,387,78,77,72,81,79
674,38,6,10,8,8,6
675,392,82,72,77,77,84
676,64,11,12,10,15,16
677,36,6,8,5,12,5
678,60,15,15,8,10,12
679,55,10,11,8,13,13
680,65,15,7,16,12,15
681,51,13,11,9,11,7
682,389,80,77,73,79,80
683,390,78,77,77,78,80
684,34,6,10,8,5,5
685,383,77,69,75,79,83
686,394,77,79,80,80,78
687,56,12,14,10,5,15
688,54,9,10,14,8,13
689,55,7,11,15,11,11
690,50,5,10,13,7,15
691,56,11,13,9,10,13
692,38,7,8,8,8,7
693,48,9,12,8,10,9
694,54,9,14,13,8,10
695,42,5,9,6,15,7
696,56,13,12,12,6,13
697,388,75,73,81,79,80
698,375,79,76,65,76,79
699,60,6,14,14,12,14
700,54,7,13,13,15,6
701,46,6,10,6,15,9
702,59,11,13,13,13,9
703,64,10,13,13,14,14
704,50,9,9,15,6,11
705,58,14,8,14,12,10
706,52,8,7,13,13,11
707,55,6,14,13,14,8
708,49,9,7,9,9,15
709,45,8,6,12,8,11
710,52,9,7,13,15,8
711,47,14,11,7,5,10
712,46,9,13,7,9,8
713,37,6,7,8,9,7
714,58,13,9,14,9,13
715,49,14,13,7,6,9
716,59,9,9,14,14,13
717,57,11,15,8,9,14
718,50,12,8,13,10,7
719,382,79,76,70,75,82
720,49,7,9,9,10,14
721,53,12,7,8,13,13
722,38,6,10,11,5,6
723,53,6,9,13,13,12
724,50,5,12,6,13,14
725,43,14,8,6,6,9
726,56,13,9,6,12,16
727,60,14,12,7,14,13
728,57,10,13,14,9,11
729,51,7,11,10,16,7
730,44,6,12,10,7,9
731,38,7,8,8,8,7
732,49,8,10,8,13,10
733,54,9,14,13,8,10
734,55,9,8,16,7,15
735,51,9,16,8,8,10
736,54,9,8,12,10,15
737,51,15,8,5,13,10
738,51,14,6,12,9,10
739,48,10,6,8,11,13
740,46,14,10,8,7,7
741,47,10,9,13,6,9
742,53,13,12,7,14,7
743,58,14,14,8,7,15
744,62,13,16,8,12,13
745,57,15,11,13,6,12
746,41,12,7,7,7,8
747,382,79,74,70,77,82
748,61,15,14,15,8,9
749,56,10,12,12,8,14
750,386,78,74,73,77,84
751,53,12,14,10,7,10
752,62,15,8,16,10,13
753,54,10,15,10,6,13
754,50,12,8,9,11,10
755,48,6,10,9,10,13
756,62,11,16,13,13,9
757,45,13,6,7,7,12
758,59,11,12,11,10,15
759,55,9,15,10,12,9
760,57,10,15,13,12,7
761,58,11,14,14,11,8
762,387,78,77,76,77,79
763,51,10,8,12,9,12
764,43,14,9,6,9,5
765,54,11,6,8,14,15
766,58,11,10,11,14,12
767,59,11,15,13,10,10
768,52,7,10,15,10,10
769,60,10,7,16,13,14
770,56,13,7,15,7,14
771,45,11,9,8,6,11
772,65,16,11,12,16,10
773,56,11,13,8,14,10
774,42,8,11,7,8,8
775,62,14,7,15,11,15
776,66,16,13,16,7,14
777,58,11,7,12,15,13
778,55,10,8,13,15,9
779,56,11,10,12,12,11
780,56,14,8,14,14,6
781,46,9,12,7,6,12
782,53,9,16,6,8,14
783,58,13,12,11,14,8
784,42,12,6,8,7,9
785,52,10,12,8,8,14
786,60,15,7,6,16,16
787,52,12,6,14,9,11
788,55,16,13,12,8,6
789,49,8,8,10,13,10
790,51,6,11,13,7,14
791,53,12,13,13,7,8
792,53,8,9,11,10,15
793,50,13,12,5,15,5
794,55,9,15,9,8,14
795,61,9,13,12,12,15
796,51,13,8,11,10,9
797,50,10,16,6,11,7
798,19,3,5,3,3,5
799,68,15,12,12,15,14
800,56,15,9,16,7,9
801,54,6,11,15,14,8
802,56,16,7,8,14,11
803,387,78,77,76,78,78
804,56,14,14,8,8,12
805,47,14,8,11,7,7
806,50,9,14,12,7,8
807,21,5,3,5,5,3
808,46,8,14,9,6,9
809,57,13,14,12,10,8
810,58,12,11,15,10,10
811,52,6,11,13,10,12
812,50,11,8,14,10,7
813,48,10,14,10,7,7
814,57,11,12,11,15,8
815,48,15,10,9,8,6
816,57,9,10,16,7,15
817,51,6,9,7,14,15
818,22,4,6,4,4,4
819,44,8,13,9,6,8
820,389,82,72,78,76,81
821,65,11,13,12,15,14
822,390,78,80,78,77,77
823,54,15,15,12,6,6
824,53,11,14,6,13,9
825,59,14,10,14,12,9
826,56,12,8,9,14,13
827,387,79,76,75,77,80
828,60,15,13,10,11,11
829,54,10,16,9,12,7
830,58,12,11,12,10,13
831,56,15,12,9,7,13
832,54,13,6,9,15,11
833,58,15,16,9,12,6
834,62,15,16,10,15,6
835,56,16,13,10,9,8
836,51,9,14,12,6,10
837,57,12,13,12,9,11
838,58,12,14,16,6,10
839,57,8,12,11,13,13
840,60,15,12,7,10,16
841,54,8,10,15,6,15
842,56,10,7,12,15,12
843,61,14,8,14,10,15
844,50,14,13,8,8,7
845,50,9,9,11,11,10
846,49,10,15,8,10,6
847,54,14,9,7,9,15
848,58,14,12,13,9,10
849,50,6,16,11,6,11
850,64,15,16,11,6,16
851,54,7,9,13,10,15
852,66,14,13,14,14,11
853,392,80,78,83,77,74
854,55,9,16,8,7,15
855,51,11,9,15,10,6
856,69,14,16,16,7,16
857,53,7,16,14,8,8
858,41,10,7,10,6,8
859,56,15,11,14,10,6
860,57,12,13,8,14,10
861,378,79,77,63,79,80
862,51,8,6,13,15,9
863,51,10,13,13,7,8
864,52,6,12,15,11,8
865,51,14,9,6,7,15
866,46,5,12,14,10,5
867,53,12,6,14,12,9
868,57,9,16,11,13,8
869,59,9,13,11,12,14
870,46,5,11,12,6,12
871,49,10,8,13,8,10
872,57,14,8,10,13,12
873,385,82,73,72,78,80
874,54,8,8,9,13,16
875,60,12,11,11,14,12
876,45,8,6,9,10,12
877,56,14,13,7,7,15
878,45,7,13,7,8,10
879,54,6,11,15,16,6
880,57,15,15,11,8,8
881,46,10,4,14,4,14
882,57,13,10,16,9,9
883,56,9,7,8,16,16
884,48,7,10,10,11,10
885,50,7,11,16,10,6
886,54,14,5,12,10,13
887,64,11,13,15,10,15
888,44,15,5,7,6,11
889,52,9,12,12,6,13
890,386,78,77,74,78,79
891,49,8,9,7,15,10
892,55,6,14,8,13,14
893,378,80,75,68,76,79
894,54,11,15,13,6,9
895,15,4,2,3,2,4
896,48,8,10,11,13,6
897,378,79,78,65,79,77
898,60,14,15,11,8,12
899,391,82,72,80,79,78
900,58,11,12,11,16,8
901,63,12,12,13,14,12
902,55,8,9,16,9,13
903,380,74,76,78,73,79
904,61,14,14,9,16,8
905,39,8,7,10,7,7
906,60,12,15,13,13,7
907,43,7,12,11,6,7
908,382,79,70,73,79,81
909,44,10,13,10,6,5
910,385,79,74,76,77,79
911,49,9,8,14,7,11
912,34,9,7,5,6,7
913,53,12,10,7,15,9
914,47,6,10,11,10,10
915,375,79,75,65,77,79
916,54,9,11,12,12,10
917,61,15,8,11,14,13
918,48,8,12,6,9,13
919,60,12,12,14,12,10
920,369,78,73,64,74,80
921,44,8,9,7,10,10
922,48,11,15,8,7,7
923,58,16,16,7,7,12
924,55,15,12,9,11,8
925,62,9,10,15,13,15
926,49,10,11,13,8,7
927,52,9,15,8,8,12
928,380,79,75,71,75,80
929,51,14,15,7,7,8
930,63,14,9,15,10,15
931,24,4,5,3,4,8
932,55,14,10,7,9,15
933,51,7,13,9,15,7
934,379,79,77,75,77,71
935,64,11,13,13,13,14
936,59,8,15,14,12,10
937,50,10,6,10,8,16
938,74,16,14,16,14,14
939,21,5,3,5,4,4
940,45,12,12,8,5,8
941,58,14,12,9,12,11
942,61,15,8,15,10,13
943,67,10,16,10,15,16
944,66,11,16,11,15,13
945,62,7,13,12,15,15
946,50,8,8,14,5,15
947,55,15,7,16,9,8
948,56,15,11,15,7,8
949,59,8,15,15,13,8
950,62,8,13,11,15,15
951,54,15,5,14,13,7
952,60,8,15,7,15,15
953,64,12,8,12,16,16
954,52,7,8,15,8,14
955,40,9,6,9,7,9
956,60,11,15,15,12,7
957,382,77,74,77,74,80
958,63,10,13,11,14,15
959,49,8,7,9,13,12
960,40,9,7,5,9,10
961,380,80,73,73,74,80
962,47,12,9,9,6,11
963,379,77,75,73,75,79
964,44,8,8,8,14,6
965,52,13,13,7,5,14
966,39,7,6,7,11,8
967,58,9,12,8,15,14
968,54,14,8,13,10,9
969,56,13,8,13,12,10
970,51,7,10,14,9,11
971,43,6,6,14,7,10
972,381,79,78,72,74,78
973,356,79,78,44,77,78
974,52,11,12,7,8,14
975,60,15,10,14,12,9
976,60,12,9,15,8,16
977,72,16,10,15,16,15
978,54,11,7,10,11,15
979,68,14,14,12,13,15
980,56,10,12,14,11,9
981,53,6,8,12,16,11
982,48,11,15,8,7,7
983,51,12,9,11,12,7
984,45,9,15,7,8,6
985,56,13,8,11,12,12
986,41,9,7,8,9,8
987,50,8,8,8,12,14
988,61,15,10,9,14,13
989,54,6,15,14,8,11
990,53,6,15,16,8,8
991,46,14,6,6,11,9
992,55,16,7,9,8,15
993,47,9,11,9,11,7
